,ticker,date,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap
10,MSFT,2017-09-30,2499000000.0,973000000.0,12440000000.0,2132000000.0,-179000000.0,2656000000.0,-6878000000.0,2541000000.0,-2263000000.0,-3003000000.0,-6341000000.0,26000000.0,-779000000.0,10308000000.0,0.0
11,MSFT,2017-06-30,2343000000.0,913000000.0,11005000000.0,2283000000.0,-358000000.0,4045000000.0,-7354000000.0,-6852000000.0,-1544000000.0,-3009000000.0,-2701000000.0,15000000.0,950000000.0,8722000000.0,0.0
12,MSFT,2017-03-31,2453000000.0,883000000.0,10660000000.0,1695000000.0,-802000000.0,2798000000.0,-6179000000.0,1091000000.0,-1883000000.0,-3012000000.0,-6236000000.0,12000000.0,-1755000000.0,8965000000.0,0.0
13,MSFT,2016-12-31,2166000000.0,767000000.0,6293000000.0,1988000000.0,-24760000000.0,5116000000.0,-14769000000.0,-363000000.0,-3468000000.0,-3024000000.0,3016000000.0,-18000000.0,-5460000000.0,4305000000.0,0.0
14,MSFT,2016-09-30,1816000000.0,703000000.0,11549000000.0,2163000000.0,-24000000.0,4297000000.0,-18460000000.0,3165000000.0,-4121000000.0,-2800000000.0,14329000000.0,10000000.0,7418000000.0,9386000000.0,0.0
15,MSFT,2016-06-30,1910000000.0,664000000.0,8464000000.0,2655000000.0,-63000000.0,2148000000.0,-10095000000.0,-6739000000.0,-3504000000.0,-2821000000.0,971000000.0,-22000000.0,-660000000.0,5809000000.0,0.0
16,MSFT,2016-03-31,1707000000.0,672000000.0,10669000000.0,2308000000.0,-559000000.0,1335000000.0,-5466000000.0,-3522000000.0,-3698000000.0,-2842000000.0,-5218000000.0,17000000.0,-15000000.0,8361000000.0,0.0
17,MSFT,2015-12-31,1544000000.0,658000000.0,5598000000.0,2024000000.0,-381000000.0,1673000000.0,-3346000000.0,6910000000.0,-3561000000.0,-2868000000.0,-498000000.0,-18000000.0,1754000000.0,3574000000.0,0.0
18,MSFT,2015-09-30,1461000000.0,674000000.0,8594000000.0,1356000000.0,-390000000.0,929000000.0,-5110000000.0,-6640000000.0,-4538000000.0,-2475000000.0,-3648000000.0,-44000000.0,-164000000.0,7238000000.0,0.0
19,MSFT,2015-06-30,1493000000.0,654000000.0,6816000000.0,1781000000.0,-626000000.0,1091000000.0,-5064000000.0,-3259000000.0,-4128000000.0,-2496000000.0,-3571000000.0,3000000.0,-1819000000.0,5035000000.0,0.0
20,MSFT,2015-03-31,1515000000.0,641000000.0,9570000000.0,1391000000.0,-162000000.0,430000000.0,-5517000000.0,6575000000.0,-4985000000.0,-2532000000.0,-3065000000.0,-36000000.0,988000000.0,8179000000.0,0.0
21,MSFT,2014-12-31,1521000000.0,633000000.0,4340000000.0,1490000000.0,-2794000000.0,244000000.0,-4750000000.0,-4798000000.0,-2024000000.0,-2547000000.0,534000000.0,-34000000.0,124000000.0,2850000000.0,0.0
22,MSFT,2014-09-30,1428000000.0,646000000.0,8354000000.0,1282000000.0,-141000000.0,-1195000000.0,-7743000000.0,-4499000000.0,-2672000000.0,-2307000000.0,-2978000000.0,-6000000.0,-2367000000.0,7072000000.0,0.0
23,MSFT,2014-06-30,1742000000.0,618000000.0,9514000000.0,1330000000.0,-5626000000.0,-32000000.0,-9108000000.0,-2500000000.0,-1024000000.0,-2309000000.0,-3309000000.0,-198000000.0,-2903000000.0,8184000000.0,0.0
24,MSFT,2014-03-31,1255000000.0,602000000.0,10099000000.0,1192000000.0,-157000000.0,491000000.0,-4282000000.0,-300000000.0,-1704000000.0,-2322000000.0,-4304000000.0,2000000.0,1513000000.0,8907000000.0,0.0
25,MSFT,2013-12-31,1261000000.0,591000000.0,4413000000.0,1732000000.0,-139000000.0,-662000000.0,-992000000.0,124000000.0,-1996000000.0,-2332000000.0,2615000000.0,33000000.0,6036000000.0,2681000000.0,0.0
26,MSFT,2013-09-30,954000000.0,635000000.0,8205000000.0,1231000000.0,-15000000.0,-1841000000.0,-4590000000.0,-1712000000.0,-1985000000.0,-1916000000.0,-3396000000.0,24000000.0,219000000.0,6974000000.0,0.0
27,MSFT,2013-06-30,983000000.0,601000000.0,5903000000.0,1794000000.0,-20000000.0,-425000000.0,-5870000000.0,-1346000000.0,-876000000.0,-1921000000.0,-1469000000.0,-31000000.0,-1436000000.0,4109000000.0,0.0
28,MSFT,2013-03-31,1053000000.0,599000000.0,9666000000.0,930000000.0,-108000000.0,237000000.0,-7699000000.0,0.0,-825000000.0,-1925000000.0,-2744000000.0,-39000000.0,-777000000.0,8736000000.0,0.0
29,MSFT,2012-12-31,1009000000.0,603000000.0,4780000000.0,930000000.0,-311000000.0,331000000.0,-2578000000.0,0.0,-1513000000.0,-1933000000.0,-1221000000.0,15000000.0,981000000.0,3850000000.0,0.0
30,MSFT,2012-09-30,710000000.0,603000000.0,8484000000.0,603000000.0,-1145000000.0,-373000000.0,-7672000000.0,-0.0,-1215000000.0,-1676000000.0,-2714000000.0,47000000.0,-1902000000.0,7881000000.0,0.0
31,MSFT,2012-06-30,797000000.0,520000000.0,7677000000.0,622000000.0,-526000000.0,1423000000.0,-4706000000.0,0.0,-752000000.0,-1678000000.0,-2421000000.0,-44000000.0,550000000.0,7055000000.0,0.0
32,MSFT,2012-03-31,766000000.0,591000000.0,9594000000.0,749000000.0,-84000000.0,3213000000.0,-12211000000.0,0.0,68000000.0,-1683000000.0,-1605000000.0,30000000.0,-4222000000.0,8845000000.0,0.0
33,MSFT,2011-12-31,678000000.0,575000000.0,5862000000.0,498000000.0,-8627000000.0,16318000000.0,-5658000000.0,0.0,-834000000.0,-1683000000.0,-2513000000.0,-52000000.0,-2271000000.0,5364000000.0,0.0
34,MSFT,2011-09-30,726000000.0,558000000.0,8493000000.0,436000000.0,-875000000.0,-10408000000.0,-2315000000.0,-0.0,-1598000000.0,-1341000000.0,-2869000000.0,-38000000.0,3271000000.0,8057000000.0,0.0
35,MSFT,2011-06-30,689000000.0,544000000.0,5942000000.0,642000000.0,-2000000.0,-7637000000.0,-950000000.0,0.0,-1076000000.0,-1350000000.0,-2423000000.0,20000000.0,2589000000.0,5300000000.0,0.0
36,MSFT,2011-03-31,720000000.0,541000000.0,8672000000.0,658000000.0,0.0,-12956000000.0,-7139000000.0,0.0,557000000.0,-1349000000.0,1437000000.0,28000000.0,2998000000.0,8014000000.0,0.0
37,MSFT,2010-12-31,663000000.0,553000000.0,4186000000.0,491000000.0,-69000000.0,-9112000000.0,-1570000000.0,1000000000.0,-4392000000.0,-1363000000.0,-6751000000.0,-3000000.0,-4138000000.0,3695000000.0,0.0
38,MSFT,2010-09-30,694000000.0,528000000.0,8194000000.0,564000000.0,-0.0,-10946000000.0,-4957000000.0,-814000000.0,-4222000000.0,-1118000000.0,-639000000.0,58000000.0,2656000000.0,7630000000.0,0.0
39,MSFT,2010-06-30,718000000.0,482000000.0,5604000000.0,758000000.0,0.0,-7008000000.0,-4119000000.0,545000000.0,-2927000000.0,-1130000000.0,-4098000000.0,-37000000.0,-2650000000.0,4846000000.0,0.0
40,MSFT,2010-03-31,1955000000.0,1409000000.0,18469000000.0,1219000000.0,-245000000.0,-26976000000.0,-7195000000.0,446000000.0,-6031000000.0,-3448000000.0,-9193000000.0,-2000000.0,2079000000.0,17250000000.0,0.0
41,MSFT,2009-12-31,615000000.0,470000000.0,4969000000.0,-376000000.0,-63000000.0,970000000.0,-92000000.0,-2000000.0,-3138000000.0,-1152000000.0,-4277000000.0,-1000000.0,599000000.0,4593000000.0,0.153
42,MSFT,2009-09-30,646000000.0,434000000.0,6107000000.0,-435000000.0,-39000000.0,-2575000000.0,-1199000000.0,250000000.0,-1292000000.0,-1157000000.0,-2190000000.0,29000000.0,2747000000.0,5672000000.0,0.1341
43,MSFT,2009-06-30,681000000.0,412000000.0,3841000000.0,-867000000.0,-41000000.0,-7099000000.0,-7857000000.0,3751000000.0,121000000.0,-1158000000.0,2699000000.0,108000000.0,-1209000000.0,2974000000.0,0.1215
0,AAPL,2020-03-28,2786000000.0,1697000000.0,13311000000.0,1853000000.0,-176000000.0,-7236000000.0,9013000000.0,-4250000000.0,-18146000000.0,-3375000000.0,-20940000000.0,0.0,1384000000.0,11458000000.0,0.0
1,AAPL,2019-12-28,2816000000.0,1710000000.0,30516000000.0,2107000000.0,-958000000.0,-31179000000.0,-13668000000.0,-1000000000.0,-20704000000.0,-3539000000.0,-25407000000.0,0.0,-8559000000.0,28409000000.0,0.0
2,AAPL,2019-09-28,3179000000.0,1499000000.0,19910000000.0,2777000000.0,-13000000.0,-13748000000.0,-798000000.0,-3305000000.0,-17054000000.0,-3479000000.0,-21039000000.0,0.0,-1927000000.0,17133000000.0,0.0
3,AAPL,2019-06-29,2933000000.0,1496000000.0,11636000000.0,2000000000.0,-320000000.0,11781000000.0,27502000000.0,-3000000000.0,-16954000000.0,-3629000000.0,-26804000000.0,0.0,12334000000.0,9636000000.0,0.0
4,AAPL,2019-03-30,3040000000.0,1514000000.0,11155000000.0,2363000000.0,-124000000.0,-7890000000.0,13348000000.0,-2500000000.0,-23312000000.0,-3443000000.0,-29457000000.0,0.0,-4954000000.0,8792000000.0,0.0
5,AAPL,2018-12-29,3395000000.0,1559000000.0,26690000000.0,3355000000.0,-167000000.0,1053000000.0,5844000000.0,-0.0,-8796000000.0,-3568000000.0,-13676000000.0,0.0,18858000000.0,23335000000.0,0.0
6,AAPL,2018-09-29,2754000000.0,1345000000.0,19523000000.0,3041000000.0,-290000000.0,-9553000000.0,-3001000000.0,0.0,-18763000000.0,-3530000000.0,-22580000000.0,0.0,-6058000000.0,16482000000.0,0.0
7,AAPL,2018-06-30,2665000000.0,1351000000.0,14488000000.0,3267000000.0,-126000000.0,-7855000000.0,3947000000.0,-6000000000.0,-20782000000.0,-3653000000.0,-31523000000.0,0.0,-13088000000.0,11221000000.0,0.0
8,AAPL,2018-03-31,2739000000.0,1348000000.0,15130000000.0,4041000000.0,-132000000.0,-4826000000.0,28710000000.0,-500000000.0,-22429000000.0,-3190000000.0,-26272000000.0,0.0,17568000000.0,11089000000.0,0.0
9,AAPL,2017-12-30,2745000000.0,1296000000.0,28293000000.0,2964000000.0,-173000000.0,3859000000.0,-13590000000.0,-0.0,-10095000000.0,-3339000000.0,-7501000000.0,0.0,7202000000.0,25329000000.0,0.0
10,AAPL,2017-09-30,2484000000.0,1174000000.0,15656000000.0,4000000000.0,-81000000.0,4325000000.0,-9942000000.0,0.0,-7514000000.0,-3270000000.0,-3996000000.0,0.0,1718000000.0,11656000000.0,0.0
11,AAPL,2017-07-01,2354000000.0,1193000000.0,8363000000.0,2360000000.0,-181000000.0,-262000000.0,-3180000000.0,-3500000000.0,-7092000000.0,-3365000000.0,-1769000000.0,0.0,3414000000.0,6003000000.0,0.0
12,AAPL,2017-04-01,2332000000.0,1217000000.0,12523000000.0,3015000000.0,-50000000.0,-1257000000.0,-14202000000.0,0.0,-6888000000.0,-3004000000.0,465000000.0,0.0,-1214000000.0,9508000000.0,0.0
13,AAPL,2016-12-31,2987000000.0,1256000000.0,27056000000.0,3420000000.0,-17000000.0,-4326000000.0,-19122000000.0,-0.0,-10851000000.0,-3130000000.0,-12047000000.0,0.0,-4113000000.0,23636000000.0,0.0
14,AAPL,2016-09-24,2548000000.0,1030000000.0,16126000000.0,4038000000.0,-151000000.0,305000000.0,-7397000000.0,0.0,-5778000000.0,-3092000000.0,-6482000000.0,0.0,2247000000.0,12088000000.0,0.0
15,AAPL,2016-06-25,2526000000.0,1054000000.0,10634000000.0,2905000000.0,-6000000.0,-5775000000.0,-4470000000.0,-2500000000.0,-10166000000.0,-3187000000.0,-9441000000.0,0.0,-3277000000.0,7729000000.0,0.0
16,AAPL,2016-03-26,2477000000.0,1048000000.0,11601000000.0,2599000000.0,-54000000.0,-1033000000.0,-13660000000.0,0.0,-6421000000.0,-2902000000.0,6884000000.0,0.0,4825000000.0,9002000000.0,0.0
17,AAPL,2015-12-26,2954000000.0,1078000000.0,27463000000.0,4006000000.0,-86000000.0,-3349000000.0,-20450000000.0,-0.0,-6862000000.0,-2969000000.0,-11444000000.0,0.0,-4431000000.0,23457000000.0,0.0
18,AAPL,2015-09-26,3119000000.0,915000000.0,13475000000.0,3658000000.0,-113000000.0,-8631000000.0,-1375000000.0,0.0,-13034000000.0,-2964000000.0,-6299000000.0,0.0,5801000000.0,9817000000.0,0.0
19,AAPL,2015-06-27,3084000000.0,856000000.0,14988000000.0,2089000000.0,-115000000.0,-5955000000.0,-11403000000.0,0.0,-9985000000.0,-3053000000.0,-2755000000.0,0.0,830000000.0,12899000000.0,0.0
20,AAPL,2015-03-28,2479000000.0,927000000.0,19081000000.0,2476000000.0,-92000000.0,-3906000000.0,-22331000000.0,0.0,-6741000000.0,-2743000000.0,-1739000000.0,0.0,-4989000000.0,16605000000.0,0.0
21,AAPL,2014-12-27,2575000000.0,888000000.0,33722000000.0,3265000000.0,-23000000.0,-2223000000.0,-21165000000.0,-0.0,-4950000000.0,-2801000000.0,-6923000000.0,0.0,5634000000.0,30457000000.0,0.0
22,AAPL,2014-09-27,1969000000.0,762000000.0,13250000000.0,3852000000.0,-2867000000.0,-13301000000.0,2997000000.0,0.0,-16705000000.0,-2829000000.0,-15380000000.0,0.0,867000000.0,9398000000.0,0.0
23,AAPL,2014-06-28,1946000000.0,724000000.0,10255000000.0,2431000000.0,-339000000.0,-758000000.0,-22214000000.0,0.0,-4906000000.0,-2867000000.0,5987000000.0,0.0,-5972000000.0,7824000000.0,0.0
24,AAPL,2014-03-29,1887000000.0,696000000.0,13538000000.0,1486000000.0,-34000000.0,-12658000000.0,11741000000.0,0.0,-17764000000.0,-2661000000.0,-20407000000.0,0.0,4872000000.0,12052000000.0,0.0
25,AAPL,2013-12-28,2144000000.0,681000000.0,22670000000.0,2044000000.0,-525000000.0,527000000.0,-15103000000.0,-0.0,-4895000000.0,-2769000000.0,-7749000000.0,0.0,-182000000.0,20626000000.0,0.0
26,AAPL,2013-09-28,1783000000.0,555000000.0,9908000000.0,2306000000.0,-53000000.0,1444000000.0,611000000.0,0.0,-4715000000.0,-2769000000.0,-7508000000.0,0.0,3011000000.0,7602000000.0,0.0
27,AAPL,2013-06-29,1694000000.0,578000000.0,7828000000.0,2016000000.0,-144000000.0,-11280000000.0,-6507000000.0,0.0,-15940000000.0,-2811000000.0,-2126000000.0,0.0,-805000000.0,5812000000.0,0.0
28,AAPL,2013-03-30,1692000000.0,575000000.0,12504000000.0,2299000000.0,-15000000.0,5783000000.0,-14357000000.0,0.0,199000000.0,-2491000000.0,-2248000000.0,0.0,-4101000000.0,10205000000.0,0.0
29,AAPL,2012-12-29,1588000000.0,545000000.0,23426000000.0,2455000000.0,-284000000.0,1510000000.0,-13521000000.0,-0.0,-1874000000.0,-2493000000.0,-4497000000.0,0.0,5408000000.0,20971000000.0,0.0
30,AAPL,2012-09-29,981000000.0,448000000.0,9136000000.0,3501000000.0,0.0,2691000000.0,-4313000000.0,0.0,-2569000000.0,-2488000000.0,-2022000000.0,0.0,2801000000.0,5635000000.0,0.0
31,AAPL,2012-06-30,835000000.0,448000000.0,10189000000.0,2963000000.0,0.0,2642000000.0,-12310000000.0,0.0,2232000000.0,0.0,-55000000.0,0.0,-2176000000.0,7226000000.0,0.0
32,AAPL,2012-03-31,740000000.0,424000000.0,13977000000.0,1509000000.0,-350000000.0,4664000000.0,-14476000000.0,0.0,475000000.0,0.0,310000000.0,0.0,-189000000.0,12468000000.0,0.0
33,AAPL,2011-12-31,721000000.0,420000000.0,17554000000.0,1429000000.0,-0.0,3038000000.0,-17128000000.0,-0.0,-10219000000.0,-0.0,69000000.0,0.0,495000000.0,16125000000.0,0.0
34,AAPL,2011-09-24,543000000.0,298000000.0,10429000000.0,4571000000.0,-244000000.0,4041000000.0,-13136000000.0,0.0,2530000000.0,0.0,431000000.0,0.0,-2276000000.0,5858000000.0,0.0
35,AAPL,2011-06-25,481000000.0,284000000.0,11108000000.0,962000000.0,0.0,26740000000.0,-15032000000.0,0.0,3970000000.0,0.0,37000000.0,0.0,-3887000000.0,10146000000.0,0.0
36,AAPL,2011-03-26,434000000.0,287000000.0,6219000000.0,656000000.0,0.0,-901000000.0,-1522000000.0,0.0,-4958000000.0,0.0,547000000.0,0.0,5244000000.0,5563000000.0,0.0
37,AAPL,2010-12-25,356000000.0,299000000.0,9773000000.0,1263000000.0,-0.0,-9443000000.0,-10729000000.0,-0.0,-10526000000.0,-0.0,429000000.0,0.0,-527000000.0,8510000000.0,0.0
38,AAPL,2010-09-25,329000000.0,224000000.0,5683000000.0,813000000.0,-23000000.0,-3571000000.0,-4383000000.0,0.0,-1377000000.0,0.0,256000000.0,0.0,1556000000.0,4870000000.0,0.0
39,AAPL,2010-06-26,273000000.0,219000000.0,4801000000.0,626000000.0,-290000000.0,-20844000000.0,-5430000000.0,0.0,512000000.0,0.0,316000000.0,0.0,-313000000.0,4175000000.0,0.0
40,AAPL,2010-03-27,425000000.0,436000000.0,8111000000.0,682000000.0,-325000000.0,13322000000.0,-4041000000.0,-0.0,-9484000000.0,-0.0,685000000.0,0.0,4755000000.0,7429000000.0,0.0
41,AAPL,2009-12-26,209000000.0,205000000.0,5781000000.0,-381000000.0,0.0,-3507000000.0,-3958000000.0,0.0,374000000.0,0.0,523000000.0,0.0,2346000000.0,5400000000.0,0.1301
42,AAPL,2009-09-26,203000000.0,180000000.0,3110000000.0,-472000000.0,0.0,-3186000000.0,-3771000000.0,0.0,187000000.0,0.0,319000000.0,0.0,-342000000.0,2638000000.0,0.1407
43,AAPL,2009-06-27,182000000.0,179000000.0,2270000000.0,-302000000.0,30000000.0,-1060000000.0,-1339000000.0,0.0,199000000.0,0.0,208000000.0,0.0,1139000000.0,1968000000.0,0.1407
0,AMZN,2020-03-31,5362000000.0,1757000000.0,3064000000.0,6795000000.0,-91000000.0,-3375000000.0,-8894000000.0,-667000000.0,-27201000000.0,-0.0,-2591000000.0,-484000000.0,-8905000000.0,-3731000000.0,0.0
1,AMZN,2019-12-31,6170000000.0,1840000000.0,19659000000.0,5312000000.0,-777000000.0,1181000000.0,-3536000000.0,-1865000000.0,-12837000000.0,0.0,-3571000000.0,304000000.0,12856000000.0,14347000000.0,0.0
2,AMZN,2019-09-30,5563000000.0,1779000000.0,7892000000.0,4697000000.0,-399000000.0,-1289000000.0,-5073000000.0,-355000000.0,-639000000.0,0.0,-1960000000.0,-270000000.0,589000000.0,3195000000.0,0.0
3,AMZN,2019-06-30,5202000000.0,1971000000.0,9117000000.0,3562000000.0,-116000000.0,-4790000000.0,-7549000000.0,-113000000.0,499000000.0,0.0,-2158000000.0,48000000.0,-542000000.0,5555000000.0,0.0
4,AMZN,2019-03-31,4854000000.0,1274000000.0,1846000000.0,3290000000.0,-1169000000.0,-4233000000.0,-8123000000.0,-351000000.0,-23115000000.0,-0.0,-2377000000.0,-12000000.0,-8666000000.0,-1444000000.0,0.0
5,AMZN,2018-12-31,4262000000.0,1417000000.0,16477000000.0,3734000000.0,-331000000.0,-121000000.0,-3572000000.0,-135000000.0,-11325000000.0,0.0,-1761000000.0,-3000000.0,11141000000.0,12743000000.0,0.0
6,AMZN,2018-09-30,3778000000.0,1350000000.0,8588000000.0,9693000000.0,-976000000.0,-2069000000.0,-5572000000.0,-182000000.0,-602000000.0,0.0,-2369000000.0,-151000000.0,496000000.0,-1105000000.0,0.0
7,AMZN,2018-06-30,3630000000.0,1469000000.0,7449000000.0,0.0,-866000000.0,1123000000.0,-2692000000.0,-149000000.0,-3147000000.0,0.0,-1392000000.0,-445000000.0,2920000000.0,7449000000.0,0.0
8,AMZN,2018-03-31,3671000000.0,1182000000.0,-1791000000.0,0.0,-13000000.0,2207000000.0,-533000000.0,-202000000.0,-16676000000.0,-0.0,-2164000000.0,248000000.0,-4240000000.0,-1791000000.0,0.0
9,AMZN,2017-12-31,3498000000.0,1179000000.0,12344000000.0,0.0,13891000000.0,1085000000.0,-2032000000.0,-1170000000.0,-7755000000.0,0.0,-2647000000.0,90000000.0,7755000000.0,12344000000.0,0.0
10,AMZN,2017-09-30,2912000000.0,1084000000.0,3851000000.0,0.0,-13213000000.0,-3247000000.0,-19120000000.0,-80000000.0,436000000.0,0.0,14684000000.0,149000000.0,-436000000.0,3851000000.0,0.0
11,AMZN,2017-06-30,2633000000.0,1160000000.0,3829000000.0,-1861000000.0,-678000000.0,-7000000.0,-5051000000.0,-53000000.0,2237000000.0,0.0,-1263000000.0,248000000.0,-2237000000.0,5690000000.0,0.0
12,AMZN,2017-03-31,2435000000.0,792000000.0,-1590000000.0,1861000000.0,-0.0,-1620000000.0,-1616000000.0,-69000000.0,-15440000000.0,-0.0,-914000000.0,226000000.0,-3894000000.0,-3451000000.0,0.0
13,AMZN,2016-12-31,2297000000.0,887000000.0,10652000000.0,2006000000.0,0.0,-3398000000.0,-4174000000.0,-83000000.0,-5678000000.0,0.0,-256000000.0,-544000000.0,5678000000.0,8646000000.0,0.0
14,AMZN,2016-09-30,2083000000.0,776000000.0,4486000000.0,1841000000.0,0.0,-2077000000.0,-2570000000.0,-26000000.0,-1135000000.0,0.0,-827000000.0,46000000.0,1135000000.0,2645000000.0,0.0
15,AMZN,2016-06-30,1909000000.0,768000000.0,3465000000.0,1711000000.0,0.0,-1645000000.0,-2439000000.0,-70000000.0,-51000000.0,0.0,-1039000000.0,64000000.0,51000000.0,1754000000.0,0.0
16,AMZN,2016-03-31,1827000000.0,544000000.0,-2160000000.0,1179000000.0,-0.0,-636000000.0,-693000000.0,-175000000.0,-12470000000.0,-0.0,-789000000.0,222000000.0,-3420000000.0,-3339000000.0,0.0
17,AMZN,2015-12-31,1752000000.0,606000000.0,8812000000.0,1309000000.0,0.0,-1359000000.0,-1850000000.0,-940000000.0,-5181000000.0,0.0,-1690000000.0,-91000000.0,5181000000.0,7503000000.0,0.0
18,AMZN,2015-09-30,1599000000.0,544000000.0,2610000000.0,1196000000.0,0.0,-1122000000.0,-1377000000.0,-181000000.0,-440000000.0,0.0,-729000000.0,-64000000.0,440000000.0,1414000000.0,0.0
19,AMZN,2015-06-30,1504000000.0,562000000.0,1997000000.0,1213000000.0,0.0,-624000000.0,-1376000000.0,-215000000.0,-32000000.0,0.0,-692000000.0,103000000.0,32000000.0,784000000.0,0.0
20,AMZN,2015-03-31,1426000000.0,407000000.0,-1499000000.0,871000000.0,-0.0,-986000000.0,-1847000000.0,-316000000.0,-10237000000.0,-0.0,-652000000.0,-322000000.0,-4320000000.0,-2370000000.0,0.0
21,AMZN,2014-12-31,1380000000.0,408000000.0,6715000000.0,1145000000.0,0.0,-1622000000.0,-2465000000.0,1143000000.0,5258000000.0,0.0,5209000000.0,-160000000.0,9299000000.0,5570000000.0,0.0
22,AMZN,2014-09-30,1247000000.0,378000000.0,1767000000.0,1378000000.0,0.0,-147000000.0,-946000000.0,-469000000.0,-201000000.0,0.0,-413000000.0,-207000000.0,201000000.0,389000000.0,0.0
23,AMZN,2014-06-30,1109000000.0,390000000.0,862000000.0,1290000000.0,0.0,-336000000.0,-730000000.0,-761000000.0,17000000.0,0.0,-189000000.0,40000000.0,-17000000.0,-428000000.0,0.0
24,AMZN,2014-03-31,1010000000.0,321000000.0,-2502000000.0,1080000000.0,-0.0,-437000000.0,-924000000.0,-426000000.0,-5074000000.0,-0.0,-175000000.0,17000000.0,-3584000000.0,-3582000000.0,0.0
25,AMZN,2013-12-31,962000000.0,326000000.0,5578000000.0,879000000.0,0.0,-420000000.0,-844000000.0,-545000000.0,0.0,0.0,57000000.0,-5000000.0,4786000000.0,4699000000.0,0.0
26,AMZN,2013-09-30,-87000000.0,282000000.0,1389000000.0,1039000000.0,0.0,-518000000.0,-1063000000.0,-280000000.0,3704000000.0,0.0,-230000000.0,72000000.0,168000000.0,350000000.0,0.0
27,AMZN,2013-06-30,1218000000.0,297000000.0,880000000.0,856000000.0,0.0,-1112000000.0,-1419000000.0,-373000000.0,777000000.0,0.0,-209000000.0,-29000000.0,-777000000.0,24000000.0,0.0
28,AMZN,2013-03-31,1160000000.0,229000000.0,-2372000000.0,670000000.0,-0.0,-776000000.0,-950000000.0,-207000000.0,-4481000000.0,-0.0,-157000000.0,-124000000.0,-3603000000.0,-3042000000.0,0.0
29,AMZN,2012-12-31,1208000000.0,236000000.0,5081000000.0,2026000000.0,0.0,-1528000000.0,-3082000000.0,-3229000000.0,0.0,0.0,3166000000.0,-61000000.0,5104000000.0,3055000000.0,0.0
30,AMZN,2012-09-30,928000000.0,216000000.0,943000000.0,716000000.0,0.0,-357000000.0,-369000000.0,-254000000.0,0.0,0.0,31000000.0,40000000.0,645000000.0,227000000.0,0.0
31,AMZN,2012-06-30,818000000.0,221000000.0,594000000.0,657000000.0,0.0,-565000000.0,-594000000.0,-262000000.0,0.0,0.0,67000000.0,-20000000.0,47000000.0,-63000000.0,0.0
