,ticker,date,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities
10,MSFT,2017-09-30,6884000000.0,1.31587e+11,1.38471e+11,14561000000.0,3211000000.0,1.61031e+11,24809000000.0,44987000000.0,0.0,0.0,88066000000.0,2.49097e+11,6866000000.0,1050000000.0,51615000000.0,76255000000.0,77305000000.0,22778000000.0,920000000.0,0.0,1.02067e+11,1.5945e+11,61699000000,19702000000.0,89647000000.0,1.31587e+11,70421000000.0,0.0,5768000000.0
11,MSFT,2017-06-30,7663000000.0,1.25318e+11,1.32981e+11,19792000000.0,2181000000.0,1.59851e+11,23734000000.0,45228000000.0,0.0,0.0,81235000000.0,2.41086e+11,7390000000.0,1049000000.0,64527000000.0,76073000000.0,77122000000.0,34102000000.0,718000000.0,0.0,1.04165e+11,1.68692e+11,61607000000,2648000000.0,72394000000.0,1.25318e+11,69459000000.0,0.0,0.0
12,MSFT,2017-03-31,6713000000.0,1.19305e+11,1.26018e+11,12882000000.0,1979000000.0,1.46313e+11,21962000000.0,45215000000.0,0.0,0.0,78704000000.0,2.25017e+11,6217000000.0,599000000.0,52005000000.0,76222000000.0,76821000000.0,26518000000.0,654000000.0,0.0,1.03283e+11,1.55288e+11,60831000000,531000000.0,69729000000.0,1.19305e+11,70108000000.0,0.0,0.0
13,MSFT,2016-12-31,8468000000.0,1.14313e+11,1.22781e+11,14343000000.0,1961000000.0,1.44949e+11,21379000000.0,45525000000.0,0.0,0.0,79661000000.0,2.2461e+11,6580000000.0,599000000.0,70787000000.0,59306000000.0,59905000000.0,26085000000.0,508000000.0,0.0,85014000000.0,1.55801e+11,60447000000,120000000.0,68809000000.0,1.14313e+11,51437000000.0,0.0,0.0
14,MSFT,2016-09-30,13928000000.0,1.23004e+11,1.36932e+11,11129000000.0,3122000000.0,1.57909e+11,19224000000.0,21429000000.0,0.0,0.0,54615000000.0,2.12524e+11,6296000000.0,14536000000.0,58810000000.0,60154000000.0,74690000000.0,26304000000.0,720000000.0,0.0,83342000000.0,1.42152e+11,59963000000,944000000.0,70372000000.0,1.23004e+11,60762000000.0,0.0,0.0
15,MSFT,2016-06-30,6510000000.0,1.0673e+11,1.1324e+11,18277000000.0,2251000000.0,1.3966e+11,18356000000.0,21605000000.0,0.0,0.0,54034000000.0,1.93694e+11,6898000000.0,0.0,59357000000.0,40783000000.0,40783000000.0,27468000000.0,580000000.0,0.0,62340000000.0,1.21697e+11,60370000000,2282000000.0,71997000000.0,1.0673e+11,34273000000.0,0.0,0.0
16,MSFT,2016-03-31,7170000000.0,98382000000.0,1.05552e+11,12247000000.0,2450000000.0,1.28421e+11,16831000000.0,22407000000.0,0.0,1574000000.0,53448000000.0,1.81869e+11,6759000000.0,0.0,44354000000.0,40896000000.0,40896000000.0,20876000000.0,685000000.0,0.0,62709000000.0,1.07063e+11,60142000000,4954000000.0,74806000000.0,98382000000.0,33726000000.0,0.0,0.0
17,MSFT,2015-12-31,7185000000.0,95455000000.0,1.0264e+11,14507000000.0,2702000000.0,1.27812e+11,15789000000.0,22055000000.0,0.0,1618000000.0,52286000000.0,1.80098e+11,6936000000.0,750000000.0,42643000000.0,40679000000.0,41429000000.0,20929000000.0,493000000.0,0.0,60675000000.0,1.03318e+11,60354000000,6728000000.0,76780000000.0,95455000000.0,34244000000.0,0.0,0.0
18,MSFT,2015-09-30,5431000000.0,93924000000.0,99355000000.0,11444000000.0,3816000000.0,1.21656e+11,15046000000.0,21887000000.0,0.0,1447000000.0,51240000000.0,1.72896e+11,6630000000.0,750000000.0,49399000000.0,27819000000.0,28569000000.0,21603000000.0,607000000.0,0.0,46052000000.0,95451000000.0,60107000000,7614000000.0,77445000000.0,93924000000.0,23138000000.0,0.0,0.0
19,MSFT,2015-06-30,5595000000.0,90931000000.0,96526000000.0,17908000000.0,2902000000.0,1.24712e+11,14731000000.0,21774000000.0,0.0,1915000000.0,51511000000.0,1.76223e+11,6591000000.0,2499000000.0,49858000000.0,27808000000.0,30307000000.0,23223000000.0,606000000.0,0.0,46282000000.0,96140000000.0,60438000000,9096000000.0,80083000000.0,90931000000.0,24712000000.0,0.0,0.0
20,MSFT,2015-03-31,7414000000.0,88024000000.0,95438000000.0,12427000000.0,2469000000.0,1.18398e+11,14375000000.0,28691000000.0,0.0,1688000000.0,58285000000.0,1.76683e+11,6690000000.0,2499000000.0,40748000000.0,27644000000.0,30143000000.0,18232000000.0,758000000.0,0.0,45803000000.0,86551000000.0,60362000000,18186000000.0,90132000000.0,88024000000.0,22729000000.0,0.0,0.0
21,MSFT,2014-12-31,6426000000.0,83823000000.0,90249000000.0,16186000000.0,2053000000.0,1.16362e+11,13607000000.0,29154000000.0,0.0,1701000000.0,58486000000.0,1.74848e+11,6932000000.0,1749000000.0,47415000000.0,18260000000.0,20009000000.0,19192000000.0,711000000.0,0.0,35554000000.0,82969000000.0,60547000000,19731000000.0,91879000000.0,83823000000.0,13583000000.0,0.0,0.0
