,ticker,date,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities
10,LRCX,2009-06-28,552606000.0,205221000.0,757827000.0,253585000.0,233410000.0,756044000.0,215666000.0,260787000.0,0.0,86050000.0,158019000.0,1993184000.0,49606000.0,5348000.0,382076000.0,40886000.0,46234000.0,45787000.0,102999000.0,0.0,158019000.0,540095000.0,-52822000.0,1624246000.0,1453089000.0,205221000.0,-711593000.0,-7682000.0,327122000.0
0,EA,2019-03-31,4708000000.0,737000000.0,5445000000.0,623000000.0,0.0,6381000000.0,448000000.0,1979000000.0,0.0,35000000.0,2576000000.0,8957000000.0,113000000.0,0.0,2265000000.0,994000000.0,994000000.0,1100000000.0,417000000.0,0.0,1151000000.0,3626000000.0,0.0,5358000000.0,5331000000.0,737000000.0,-3714000000.0,0.0,210000000.0
1,EA,2018-03-31,4258000000.0,1073000000.0,5331000000.0,385000000.0,0.0,6004000000.0,453000000.0,1954000000.0,0.0,84000000.0,2580000000.0,8584000000.0,48000000.0,0.0,2491000000.0,992000000.0,992000000.0,1622000000.0,457000000.0,0.0,1248000000.0,3989000000.0,657000000,4062000000.0,4595000000.0,1073000000.0,-3266000000.0,0.0,250000000.0
2,EA,2017-03-31,2565000000.0,1967000000.0,4532000000.0,359000000.0,0.0,5199000000.0,434000000.0,1715000000.0,0.0,286000000.0,2519000000.0,7718000000.0,87000000.0,0.0,2415000000.0,990000000.0,990000000.0,1539000000.0,389000000.0,0.0,1139000000.0,3658000000.0,1049000000,3027000000.0,4060000000.0,1967000000.0,-1575000000.0,0.0,104000000.0
3,EA,2016-03-31,2493000000.0,1341000000.0,3834000000.0,233000000.0,33000000.0,4354000000.0,439000000.0,1767000000.0,0.0,387000000.0,2696000000.0,7050000000.0,89000000.0,161000000.0,2418000000.0,989000000.0,1150000000.0,1458000000.0,331000000.0,0.0,1154000000.0,3654000000.0,1349000000,2060000000.0,3396000000.0,1341000000.0,-1343000000.0,0.0,82000000.0
4,EA,2015-03-31,2068000000.0,953000000.0,3021000000.0,362000000.0,36000000.0,3720000000.0,459000000.0,1824000000.0,0.0,13000000.0,2427000000.0,6147000000.0,68000000.0,602000000.0,2747000000.0,0.0,602000000.0,1283000000.0,254000000.0,0.0,263000000.0,3111000000.0,2127000000,904000000.0,3036000000.0,953000000.0,-1466000000.0,0.0,101000000.0
5,EA,2014-03-31,1782000000.0,583000000.0,2365000000.0,327000000.0,56000000.0,3138000000.0,510000000.0,1900000000.0,0.0,28000000.0,2578000000.0,5716000000.0,119000000.0,0.0,2390000000.0,580000000.0,580000000.0,0.0,232000000.0,0.0,715000000.0,3294000000.0,2353000000,29000000.0,2422000000.0,583000000.0,-1202000000.0,0.0,189000000.0
6,EA,2013-03-31,1292000000.0,388000000.0,1680000000.0,312000000.0,42000000.0,2325000000.0,548000000.0,1974000000.0,0.0,53000000.0,2745000000.0,5070000000.0,136000000.0,0.0,1917000000.0,559000000.0,559000000.0,0.0,297000000.0,0.0,681000000.0,2803000000.0,2174000000,21000000.0,2267000000.0,388000000.0,-733000000.0,0.0,205000000.0
7,EA,2012-03-31,1293000000.0,437000000.0,1730000000.0,366000000.0,59000000.0,2609000000.0,568000000.0,2087000000.0,0.0,42000000.0,2882000000.0,5491000000.0,215000000.0,0.0,2120000000.0,539000000.0,539000000.0,0.0,274000000.0,0.0,724000000.0,3033000000.0,2359000000,-77000000.0,2458000000.0,437000000.0,-754000000.0,0.0,189000000.0
8,EA,2011-03-31,1579000000.0,497000000.0,2076000000.0,335000000.0,77000000.0,3032000000.0,513000000.0,1254000000.0,0.0,49000000.0,1896000000.0,4928000000.0,228000000.0,0.0,2001000000.0,0.0,0.0,0.0,273000000.0,0.0,171000000.0,2364000000.0,2495000000,-153000000.0,2564000000.0,497000000.0,-1579000000.0,0.0,192000000.0
9,EA,2010-03-31,1273000000.0,432000000.0,1705000000.0,206000000.0,100000000.0,2585000000.0,537000000.0,1297000000.0,0.0,52000000.0,2061000000.0,4646000000.0,91000000.0,0.0,1574000000.0,0.0,0.0,0.0,0.0,0.0,101000000.0,1917000000.0,2375000000,123000000.0,2729000000.0,432000000.0,-1273000000.0,0.0,242000000.0
0,XEL,2018-12-31,147000000.0,436000000.0,583000000.0,860000000.0,548000000.0,3094000000.0,36944000000.0,0.0,34000000.0,79000000.0,42893000000.0,45987000000.0,1237000000.0,406000000.0,4460000000.0,15803000000.0,16209000000.0,0.0,450000000.0,0.0,20174000000.0,33765000000.0,6168000000,4893000000.0,12222000000.0,470000000.0,16062000000.0,0.0,9131000000.0
1,XEL,2017-12-31,83000000.0,69000000.0,152000000.0,797000000.0,610000000.0,2973000000.0,34329000000.0,0.0,48000000.0,68000000.0,40057000000.0,43030000000.0,1243000000.0,457000000.0,4088000000.0,14520000000.0,14977000000.0,0.0,448000000.0,0.0,18510000000.0,31575000000.0,5898000000,4413000000.0,11455000000.0,117000000.0,14894000000.0,0.0,8977000000.0
2,XEL,2016-12-31,84476000.0,13786000.0,98262000.0,776289000.0,604226000.0,2842081000.0,32841750000.0,0.0,50189000.0,106697000.0,38313196000.0,41155277000.0,1044959000.0,255529000.0,3247043000.0,14194718000.0,14450247000.0,0.0,457392000.0,0.0,21203002000.0,30134428000.0,5881494000,3981652000.0,11020849000.0,63975000.0,14365771000.0,0.0,5684383000.0
3,XEL,2015-12-31,84940000.0,51589000.0,136529000.0,724606000.0,608584000.0,2910445000.0,31205851000.0,0.0,51083000.0,140219000.0,36143090000.0,39053535000.0,960982000.0,657021000.0,4058297000.0,12490719000.0,13147740000.0,0.0,438189000.0,0.0,19046136000.0,28452615000.0,5889106000,3552728000.0,10600920000.0,102672000.0,13062800000.0,0.0,5348182000.0
4,XEL,2014-12-31,79608000.0,249201000.0,328809000.0,826506000.0,597183000.0,3364380000.0,28756916000.0,0.0,53775000.0,246210000.0,33593504000.0,36957884000.0,1173006000.0,257726000.0,4064583000.0,11499634000.0,11757360000.0,0.0,396615000.0,0.0,5911299000.0,26743402000.0,5837330000,3220958000.0,10214482000.0,302976000.0,11677752000.0,0.0,16767520000.0
5,XEL,2013-12-31,107144000.0,241112000.0,348256000.0,744160000.0,576538000.0,3218040000.0,26122159000.0,0.0,84842000.0,341202000.0,30689450000.0,33907490000.0,1261238000.0,280763000.0,3654498000.0,10910754000.0,11191517000.0,0.0,378766000.0,0.0,5816925000.0,24341540000.0,5619313000,2807983000.0,9565950000.0,325954000.0,11084373000.0,0.0,14870117000.0
6,XEL,2012-12-31,82323000.0,0.0,82323000.0,718046000.0,535574000.0,2625139000.0,23809348000.0,0.0,126297000.0,32528000.0,28515547000.0,31140686000.0,959093000.0,258155000.0,2937073000.0,10143905000.0,10402060000.0,0.0,334441000.0,0.0,5938203000.0,22266609000.0,5353015000,2413816000.0,8874077000.0,126297000.0,10319737000.0,0.0,13391333000.0
7,XEL,2011-12-31,60684000.0,0.0,60684000.0,753120000.0,618232000.0,2982564000.0,22353367000.0,0.0,152887000.0,178446000.0,26514703000.0,29497267000.0,902078000.0,1059922000.0,3588639000.0,8848513000.0,9908435000.0,0.0,289713000.0,0.0,5031449000.0,21015069000.0,5327443000,2032556000.0,8482198000.0,152887000.0,9847751000.0,0.0,12394981000.0
8,XEL,2010-12-31,108437000.0,54079000.0,162516000.0,0.0,560800000.0,2732643000.0,20663082000.0,0.0,184026000.0,0.0,24655047000.0,27387690000.0,979750000.0,55415000.0,2536533000.0,9263144000.0,9318559000.0,0.0,254320000.0,0.0,12902806000.0,15439339000.0,9093907000,1701703000.0,11948351000.0,238105000.0,9210122000.0,0.0,0.0
9,XEL,2009-12-31,115648000.0,97700000.0,213348000.0,1424201000.0,566205000.0,2976635000.0,18508296000.0,0.0,1671365000.0,223079000.0,22329326000.0,25305961000.0,1083572000.0,1049368000.0,3089999000.0,8196398000.0,9245766000.0,0.0,3513398000.0,295470000.0,14932717000.0,18022716000.0,-49709000.0,1419201000.0,7283245000.0,1769065000.0,9032418000.0,772881000.0,957059000.0
0,MNST,2019-12-31,797957000.0,533063000.0,1331020000.0,540330000.0,360731000.0,2316309000.0,298640000.0,2383748000.0,12905000.0,84777000.0,2834043000.0,5150352000.0,274045000.0,287469000.0,661097000.0,25651000.0,313120000.0,44237000.0,14717000.0,0.0,631094000.0,979071000.0,0.0,5022480000.0,4171281000.0,545968000.0,-484837000.0,0.0,-313120000.0
1,MNST,2018-12-31,637513000.0,320650000.0,958163000.0,484562000.0,277705000.0,1804170000.0,243051000.0,2377521000.0,0.0,85687000.0,2722721000.0,4526891000.0,248760000.0,800000.0,601145000.0,0.0,800000.0,44045000.0,10189000.0,0.0,441149000.0,915990000.0,0.0,3914645000.0,3610901000.0,320650000.0,-636713000.0,0.0,-126304000.0
2,MNST,2017-12-31,528622000.0,672933000.0,1201555000.0,449476000.0,255745000.0,2086377000.0,230276000.0,2365728000.0,2366000.0,92333000.0,2704635000.0,4791012000.0,245910000.0,1300000.0,560351000.0,0.0,1300000.0,43236000.0,10645000.0,0.0,457912000.0,895800000.0,980499000,2928226000.0,3895212000.0,675299000.0,-527322000.0,0.0,-122463000.0
3,MNST,2016-12-31,377582000.0,220554000.0,598136000.0,448051000.0,161971000.0,1432270000.0,173343000.0,2364278000.0,2394000.0,159556000.0,2721201000.0,4153471000.0,193270000.0,1100000.0,470589000.0,0.0,1100000.0,41672000.0,7657000.0,0.0,523739000.0,823762000.0,1242294000,2107548000.0,3329709000.0,222948000.0,-376482000.0,0.0,-170566000.0
4,MNST,2015-12-31,2175417000.0,744610000.0,2920027000.0,352955000.0,156121000.0,3582602000.0,97354000.0,1707701000.0,15348000.0,261310000.0,2092587000.0,5675189000.0,144763000.0,800000.0,514189000.0,0.0,800000.0,32271000.0,106662000.0,0.0,525928000.0,865779000.0,3435390000,1394863000.0,4809410000.0,759958000.0,-2174617000.0,0.0,-174338000.0
5,MNST,2014-12-31,370323000.0,781134000.0,1151457000.0,280203000.0,174573000.0,1693429000.0,90156000.0,50748000.0,42940000.0,54106000.0,245446000.0,1938875000.0,127641000.0,400000.0,355716000.0,0.0,400000.0,49926000.0,5848000.0,0.0,108284000.0,423725000.0,0.0,2330510000.0,1515150000.0,824074000.0,-369923000.0,0.0,-40275000.0
6,MNST,2014-03-31,312020000.0,438932000.0,750952000.0,342140000.0,204061000.0,1355213000.0,91733000.0,65525000.0,8131000.0,63443000.0,238370000.0,1593583000.0,125581000.0,0.0,380366000.0,0.0,0.0,14034000.0,45900000.0,0.0,131415000.0,490857000.0,0.0,1942575000.0,1102726000.0,447063000.0,-312020000.0,0.0,-20924000.0
7,MNST,2013-12-31,211349000.0,402247000.0,613596000.0,291638000.0,221449000.0,1183043000.0,88143000.0,65774000.0,9792000.0,63611000.0,237466000.0,1420509000.0,119376000.0,1300000.0,316014000.0,0.0,1300000.0,13832000.0,9359000.0,0.0,133140000.0,428230000.0,0.0,1847325000.0,992279000.0,412039000.0,-210049000.0,0.0,-20924000.0
8,MNST,2012-12-31,222514000.0,97042000.0,319556000.0,236044000.0,203106000.0,835068000.0,69137000.0,54648000.0,21393000.0,59503000.0,208257000.0,1043325000.0,127330000.0,500000.0,288545000.0,0.0,500000.0,12695000.0,5470000.0,0.0,127387000.0,398928000.0,0.0,1508664000.0,644397000.0,118435000.0,-222014000.0,0.0,-17004000.0
9,MNST,2011-12-31,359331000.0,411282000.0,770613000.0,218072000.0,155613000.0,1182677000.0,45151000.0,48396000.0,23194000.0,58576000.0,179722000.0,1362399000.0,113446000.0,1100000.0,266090000.0,0.0,1100000.0,11583000.0,10996000.0,0.0,133579000.0,383241000.0,0.0,1168644000.0,979158000.0,434476000.0,-358231000.0,0.0,-16428000.0
10,MNST,2010-12-31,354842000.0,244649000.0,599491000.0,101222000.0,153241000.0,898153000.0,34551000.0,43316000.0,44189000.0,58475000.0,183978000.0,1082131000.0,85674000.0,274000.0,128834000.0,0.0,274000.0,10140000.0,925000.0,0.0,141671000.0,253733000.0,0.0,882425000.0,828398000.0,288838000.0,-354568000.0,0.0,-16772000.0
11,MNST,2009-12-31,328349000.0,18487000.0,346836000.0,108905000.0,108143000.0,585504000.0,33314000.0,33512000.0,80836000.0,76028000.0,214566000.0,800070000.0,48863000.0,206000.0,83729000.0,0.0,206000.0,140513000.0,761000.0,0.0,131388000.0,215117000.0,-4667000.0,670396000.0,584953000.0,99323000.0,-346630000.0,21620000.0,34660000.0
0,ROST,2020-02-01,1351200000.0,0.0,1351200000.0,0.0,1832339000.0,3432828000.0,2653436000.0,0.0,0.0,0.0,5915539000.0,9348367000.0,1296482000.0,564481000.0,2701934000.0,312891000.0,877372000.0,0.0,14425000.0,0.0,462570000.0,5989118000.0,1024979000,2330702000.0,3359249000.0,0.0,-473828000.0,0.0,2824614000.0
1,ROST,2019-02-02,1412912000.0,0.0,1412912000.0,0.0,1750442000.0,3404019000.0,2475201000.0,0.0,125000.0,0.0,2669672000.0,6073691000.0,1177104000.0,0.0,2009484000.0,312440000.0,312440000.0,0.0,37749000.0,0.0,436748000.0,2767945000.0,1003302000,2298762000.0,3305746000.0,125000.0,-1100472000.0,0.0,321713000.0
2,ROST,2018-02-03,1290294000.0,512000.0,1290806000.0,0.0,1641735000.0,3151157000.0,2382464000.0,0.0,712000.0,0.0,2570894000.0,5722051000.0,1059844000.0,84973000.0,1926402000.0,311994000.0,396967000.0,0.0,0.0,0.0,746341000.0,2672743000.0,974085000,2071400000.0,3049308000.0,1224000.0,-893327000.0,0.0,0.0
3,ROST,2017-01-28,1111599000.0,0.0,1111599000.0,0.0,1512886000.0,2813049000.0,2328048000.0,0.0,1288000.0,0.0,2496302000.0,5309351000.0,1021735000.0,0.0,1752506000.0,396493000.0,396493000.0,0.0,16153000.0,0.0,808828000.0,2561334000.0,942869000,1801138000.0,2748017000.0,1288000.0,-715106000.0,0.0,0.0
4,ROST,2016-01-30,761602000.0,1737000.0,763339000.0,0.0,1419104000.0,2372195000.0,2342906000.0,0.0,1331000.0,0.0,2496924000.0,4869119000.0,945559000.0,0.0,1602847000.0,396025000.0,396025000.0,0.0,0.0,0.0,794281000.0,2397128000.0,892804000,1574982000.0,2471991000.0,3068000.0,-365577000.0,0.0,0.0
5,ROST,2015-01-31,696608000.0,500000.0,697108000.0,0.0,1372675000.0,2262790000.0,2273752000.0,0.0,3110000.0,12951000.0,2440344000.0,4703134000.0,1000700000.0,0.0,1659368000.0,398375000.0,398375000.0,0.0,17202000.0,0.0,591194000.0,2423924000.0,855081000,1421724000.0,2279210000.0,3610000.0,-298233000.0,0.0,173362000.0
6,ROST,2014-02-01,423168000.0,12006000.0,435174000.0,0.0,1257155000.0,1867159000.0,1875299000.0,0.0,3710000.0,10227000.0,2029638000.0,3896797000.0,779455000.0,0.0,1393057000.0,150000000.0,150000000.0,0.0,18349000.0,0.0,378696000.0,1889495000.0,814032000,1190747000.0,2007302000.0,15716000.0,-273168000.0,0.0,117742000.0
7,ROST,2013-02-02,646761000.0,1087000.0,647848000.0,0.0,1209237000.0,2031427000.0,1493284000.0,0.0,4374000.0,20407000.0,1639134000.0,3670561000.0,807534000.0,0.0,1422582000.0,150000000.0,150000000.0,0.0,53504000.0,0.0,312514000.0,1903698000.0,774811000,989260000.0,1766863000.0,5461000.0,-496761000.0,0.0,168602000.0
8,ROST,2012-01-28,649835000.0,658000.0,650493000.0,0.0,1130070000.0,1924371000.0,1241722000.0,0.0,5602000.0,5598000.0,1376838000.0,3301209000.0,761717000.0,0.0,1346052000.0,150000000.0,150000000.0,0.0,31129000.0,0.0,245105000.0,1808197000.0,726633000,763475000.0,1493012000.0,6260000.0,-499835000.0,0.0,217040000.0
9,ROST,2011-01-29,833924000.0,3204000.0,837128000.0,0.0,1086917000.0,2043239000.0,983776000.0,0.0,14082000.0,91203000.0,1072965000.0,3116204000.0,767455000.0,0.0,1352320000.0,150000000.0,150000000.0,0.0,57661000.0,0.0,431192000.0,1783512000.0,694318000,636705000.0,1332692000.0,17286000.0,-683924000.0,0.0,0.0
10,ROST,2010-01-30,768343000.0,1754000.0,770097000.0,44234000.0,872498000.0,1745447000.0,942999000.0,0.0,16848000.0,0.0,1023186000.0,2768633000.0,658299000.0,0.0,1190514000.0,150000000.0,150000000.0,0.0,150682000.0,0.0,420826000.0,1611340000.0,170000.0,510850000.0,1157293000.0,18602000.0,-620097000.0,58618000.0,532215000.0
0,DXCM,2019-12-31,446200000.0,0.0,446200000.0,286300000.0,119800000.0,1969400000.0,321300000.0,0.0,0.0,0.0,425600000.0,2395000000.0,256400000.0,13600000.0,360200000.0,72400000.0,86000000.0,1700000.0,0.0,0.0,92500000.0,1512400000.0,1575999999.999,-695700000.0,882600000.0,0.0,-360200000.0,0.0,1059700000.0
1,DXCM,2018-12-31,1137000000.0,0.0,1137000000.0,226700000.0,70700000.0,1699500000.0,183100000.0,0.0,0.0,0.0,216500000.0,1916000000.0,147100000.0,0.0,222400000.0,1010300000.0,1010300000.0,2900000.0,0.0,0.0,1030300000.0,1252700000.0,1460699999.999,-798900000.0,663300000.0,0.0,-126700000.0,0.0,0.0
2,DXCM,2017-12-31,441500000.0,107100000.0,548600000.0,134300000.0,45200000.0,744700000.0,145600000.0,0.0,0.0,0.0,159400000.0,904100000.0,87200000.0,0.0,138900000.0,327600000.0,327600000.0,3200000.0,0.0,0.0,345800000.0,484700000.0,1093700000,-671800000.0,419400000.0,107100000.0,-113900000.0,0.0,0.0
3,DXCM,2016-12-31,94500000.0,29200000.0,123700000.0,101700000.0,45400000.0,280000000.0,109400000.0,11500000.0,0.0,0.0,122800000.0,402800000.0,68100000.0,0.0,102400000.0,0.0,0.0,900000.0,0.0,0.0,16600000.0,119000000.0,905799999.999,-621000000.0,283800000.0,29200000.0,-94500000.0,0.0,0.0
4,DXCM,2015-12-31,86100000.0,29100000.0,115200000.0,74100000.0,35200000.0,231300000.0,54700000.0,5900000.0,0.0,0.0,60700000.0,292000000.0,38900000.0,2300000.0,66900000.0,0.0,2300000.0,800000.0,0.0,0.0,3900000.0,70800000.0,776899999.999,-555400000.0,221200000.0,29100000.0,-83800000.0,0.0,0.0
5,DXCM,2014-12-31,71800000.0,11800000.0,83600000.0,0.0,16000000.0,145900000.0,31200000.0,5900000.0,0.0,0.0,38700000.0,184600000.0,20400000.0,2300000.0,40600000.0,2300000.0,4600000.0,700000.0,0.0,0.0,3800000.0,44400000.0,638099999.999,-497800000.0,140200000.0,11800000.0,-67200000.0,0.0,0.0
6,DXCM,2013-12-31,43200000.0,11400000.0,54600000.0,0.0,9000000.0,93100000.0,20700000.0,6800000.0,0.0,0.0,29400000.0,122500000.0,14100000.0,2200000.0,32100000.0,4600000.0,6800000.0,700000.0,0.0,0.0,6300000.0,38400000.0,559599999.999,-475400000.0,84100000.0,11400000.0,-36400000.0,0.0,0.0
7,DXCM,2012-12-31,8100000.0,40600000.0,48700000.0,0.0,7400000.0,77600000.0,18900000.0,7400000.0,0.0,0.0,28400000.0,106000000.0,8700000.0,200000.0,19500000.0,6800000.0,7000000.0,1400000.0,0.0,0.0,9500000.0,29000000.0,522699999.999,-445600000.0,77000000.0,40600000.0,-1100000.0,0.0,0.0
8,DXCM,2011-12-31,2553000.0,79358000.0,81911000.0,0.0,8171000.0,104410000.0,15019000.0,0.0,0.0,0.0,16065000.0,120475000.0,6346000.0,0.0,14741000.0,0.0,0.0,1591000.0,0.0,0.0,1244000.0,15985000.0,495693999.999,-391124000.0,104490000.0,79358000.0,-2553000.0,0.0,0.0
9,DXCM,2010-12-31,6603000.0,42224000.0,48827000.0,6671000.0,8112000.0,65361000.0,10763000.0,0.0,0.0,0.0,11803000.0,77164000.0,5350000.0,525000.0,15129000.0,0.0,525000.0,3524000.0,0.0,0.0,1042000.0,16171000.0,-66000.0,-346378000.0,60993000.0,42224000.0,-48302000.0,1751000.0,9254000.0
10,DXCM,2009-12-31,5991000.0,24439000.0,30430000.0,3490000.0,2641000.0,36920000.0,6422000.0,0.0,0.0,0.0,10028000.0,46948000.0,5745000.0,900000.0,18796000.0,45757000.0,46657000.0,7745000.0,0.0,0.0,46597000.0,65393000.0,-13000.0,-291208000.0,-18445000.0,24439000.0,16227000.0,359000.0,12151000.0
0,MELI,2019-12-31,1384740000.0,1597241000.0,2981981000.0,35446000.0,8626000.0,3788856000.0,244257000.0,101884000.0,263983000.0,117582000.0,992835000.0,4781691000.0,372309000.0,23259000.0,1752320000.0,176673000.0,199932000.0,0.0,60247000.0,0.0,947408000.0,2798571000.0,2067149000,322592000.0,1983120000.0,1861224000.0,-1184808000.0,0.0,98843000.0
1,MELI,2018-12-31,440332000.0,461541000.0,901873000.0,35153000.0,4612000.0,1511123000.0,165614000.0,107464000.0,276136000.0,141438000.0,728396000.0,2239519000.0,266759000.0,132949000.0,1166224000.0,602228000.0,735177000.0,0.0,31058000.0,0.0,736595000.0,1902819000.0,224800000,503432000.0,336700000.0,737677000.0,294845000.0,0.0,0.0
2,MELI,2017-12-31,388260000.0,209432000.0,597692000.0,28168000.0,2549000.0,1286919000.0,114837000.0,115453000.0,34720000.0,57324000.0,386268000.0,1673187000.0,221095000.0,56325000.0,968032000.0,312089000.0,368414000.0,0.0,32150000.0,0.0,379376000.0,1347408000.0,70661000,537925000.0,325779000.0,244152000.0,-19846000.0,0.0,0.0
3,MELI,2016-12-31,234140000.0,253321000.0,487461000.0,25435000.0,1103000.0,869461000.0,124261000.0,118074000.0,153803000.0,45017000.0,497974000.0,1367435000.0,105106000.0,11583000.0,576601000.0,301940000.0,313523000.0,0.0,27338000.0,0.0,361980000.0,938581000.0,137982000,550641000.0,428854000.0,407124000.0,79383000.0,0.0,0.0
4,MELI,2015-12-31,166881000.0,202112000.0,368993000.0,28428000.0,222000.0,557463000.0,81633000.0,115536000.0,187621000.0,17398000.0,446143000.0,1003606000.0,62038000.0,1965000.0,325026000.0,294342000.0,296307000.0,0.0,10092000.0,0.0,339122000.0,664148000.0,137923000,440770000.0,339458000.0,389733000.0,129426000.0,0.0,0.0
5,MELI,2014-12-31,223144226.0,0.0,223144226.0,46672495.0,0.0,532750218.0,91544836.0,91999853.0,0.0,21553696.0,434097517.0,966847735.0,58005734.0,1641646.0,292622153.0,282184331.0,283825977.0,0.0,26012849.0,0.0,318437172.0,611059325.0,625891918,-135073831.0,355788410.0,0.0,60681751.0,0.0,0.0
6,MELI,2013-12-31,140285104.0,0.0,140285104.0,25884260.0,0.0,326164235.0,131371909.0,61692803.0,0.0,3014905.0,266198538.0,592362773.0,34405333.0,13370823.0,224165609.0,2489819.0,15860642.0,0.0,17854110.0,0.0,20713556.0,248879165.0,518351395,-87455970.0,343483608.0,0.0,-124424462.0,0.0,4000000.0
7,MELI,2012-12-31,101489002.0,93694805.0,195183807.0,19837022.0,0.0,275361175.0,37726222.0,67645928.0,85955584.0,5862247.0,203308101.0,478669276.0,23976613.0,84570.0,169531272.0,59493.0,144063.0,0.0,19210568.0,0.0,15324378.0,188855650.0,387335731,-48783128.0,289813626.0,179650389.0,-101344939.0,0.0,4000000.0
8,MELI,2011-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,MELI,2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,MELI,2009-12-31,49803402.0,14580185.0,64383587.0,8654179.0,0.0,82135016.0,5948276.0,64338564.0,26627357.0,8378674.0,100479633.0,182614649.0,43053044.0,3213992.0,60492892.0,0.0,3213992.0,0.0,11968315.0,0.0,7928520.0,68421412.0,-23765418.0,17656537.0,114193237.0,41207542.0,-61169595.0,9097250.0,14225856.0
0,EBAY,2019-12-31,975000000.0,2811000000.0,3786000000.0,700000000.0,0.0,4706000000.0,1510000000.0,5220000000.0,337000000.0,4377000000.0,13468000000.0,18174000000.0,270000000.0,1022000000.0,4066000000.0,492000000.0,1514000000.0,158000000.0,212000000.0,0.0,4500000000.0,15304000000.0,0.0,17754000000.0,2870000000.0,3148000000.0,539000000.0,0.0,6738000000.0
1,EBAY,2018-12-31,2202000000.0,0.0,2202000000.0,712000000.0,0.0,7126000000.0,1597000000.0,5252000000.0,0.0,4792000000.0,15693000000.0,22819000000.0,286000000.0,1546000000.0,4454000000.0,7685000000.0,9231000000.0,170000000.0,117000000.0,0.0,12084000000.0,16538000000.0,0.0,16459000000.0,6281000000.0,0.0,7029000000.0,0.0,0.0
2,EBAY,2017-12-31,2120000000.0,0.0,2120000000.0,695000000.0,0.0,7743000000.0,1597000000.0,4842000000.0,0.0,5195000000.0,18238000000.0,25981000000.0,330000000.0,781000000.0,3539000000.0,9234000000.0,10015000000.0,117000000.0,177000000.0,0.0,14379000000.0,17918000000.0,0.0,13943000000.0,8063000000.0,0.0,7895000000.0,0.0,0.0
3,EBAY,2016-12-31,1816000000.0,5333000000.0,7149000000.0,592000000.0,0.0,8875000000.0,1516000000.0,4603000000.0,3969000000.0,4608000000.0,14972000000.0,23847000000.0,283000000.0,1451000000.0,3847000000.0,7509000000.0,8960000000.0,110000000.0,110000000.0,0.0,7573000000.0,13308000000.0,0.0,14959000000.0,10539000000.0,9302000000.0,7144000000.0,0.0,1888000000.0
4,EBAY,2015-12-31,1832000000.0,4299000000.0,6131000000.0,619000000.0,0.0,7904000000.0,1554000000.0,4541000000.0,3391000000.0,0.0,9881000000.0,17785000000.0,349000000.0,0.0,2263000000.0,6779000000.0,6779000000.0,106000000.0,72000000.0,0.0,6854000000.0,11209000000.0,0.0,7713000000.0,6576000000.0,7690000000.0,4947000000.0,0.0,2092000000.0
5,EBAY,2014-12-31,6328000000.0,3770000000.0,10098000000.0,797000000.0,0.0,26531000000.0,2902000000.0,9658000000.0,5777000000.0,0.0,18601000000.0,45132000000.0,401000000.0,850000000.0,17531000000.0,6777000000.0,7627000000.0,188000000.0,154000000.0,0.0,6903000000.0,25226000000.0,0.0,18900000000.0,19906000000.0,9547000000.0,1299000000.0,0.0,792000000.0
6,EBAY,2013-12-31,4494000000.0,0.0,4494000000.0,899000000.0,0.0,23283000000.0,2760000000.0,10208000000.0,0.0,0.0,18205000000.0,41488000000.0,309000000.0,6000000.0,12639000000.0,4117000000.0,4123000000.0,158000000.0,107000000.0,0.0,4361000000.0,17841000000.0,3635000000,18854000000.0,23647000000.0,0.0,-371000000.0,0.0,841000000.0
7,EBAY,2012-12-31,6817000000.0,2591000000.0,9408000000.0,822000000.0,0.0,21398000000.0,2491000000.0,9665000000.0,3044000000.0,0.0,15676000000.0,37074000000.0,301000000.0,413000000.0,10924000000.0,4106000000.0,4519000000.0,137000000.0,63000000.0,0.0,4313000000.0,16209000000.0,4009000000,15998000000.0,20865000000.0,5635000000.0,-2298000000.0,0.0,972000000.0
8,EBAY,2011-12-31,4691101000.0,1238301000.0,5929402000.0,681593000.0,0.0,12661454000.0,1986216000.0,9771369000.0,2452763000.0,0.0,14658764000.0,27320218000.0,283102000.0,564601000.0,6734204000.0,1525047000.0,2089648000.0,110429000.0,297686000.0,0.0,1583184000.0,9390339000.0,3989411000,13389465000.0,17929879000.0,3691064000.0,-2601453000.0,0.0,1072951000.0
