,ticker,date,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap
5,MELI,2014-12-31,24821192.0,11851615.0,196793284.0,35282905.0,-36814136.0,-1944307.0,-378231087.0,-7704636.0,-1944307.0,-28302507.0,264296925.0,-55839833.0,82859122.0,161510379.0,0.0
6,MELI,2013-12-31,11878565.0,11645077.0,142513361.0,114214370.0,-3423439.0,-1012225.0,-94471111.0,-15936551.0,-1012225.0,-23754005.0,-9246148.0,-15682364.0,38796102.0,28298991.0,0.0
7,MELI,2012-12-31,6420558.0,4442822.0,139891389.0,18138400.0,-0.0,-539355434.0,-84622182.0,-0.0,-101489002.0,-17968004.0,-17962304.0,-3199578.0,34107325.0,121752989.0,0.0
8,MELI,2011-12-31,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
9,MELI,2010-12-31,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10,MELI,2009-12-31,3893752.0,76134.0,49700986.0,-3798170.0,0.0,1667576.0,-3086273.0,-15310634.0,28354.0,0.0,-15282280.0,996857.0,32329290.0,45902816.0,0.0267
0,EBAY,2019-12-31,681000000.0,505000000.0,3114000000.0,554000000.0,-93000000.0,-4973000000.0,2754000000.0,-1550000000.0,-4867000000.0,-473000000.0,-7091000000.0,-33000000.0,-1223000000.0,2560000000.0,0.0
1,EBAY,2018-12-31,696000000.0,538000000.0,2658000000.0,651000000.0,-302000000.0,-4502000000.0,2819000000.0,-750000000.0,-4393000000.0,-0.0,-5398000000.0,-75000000.0,79000000.0,2007000000.0,0.0
2,EBAY,2017-12-31,676000000.0,483000000.0,3146000000.0,666000000.0,-34000000.0,-2746000000.0,-1058000000.0,-1452000000.0,-2626000000.0,-0.0,-1784000000.0,238000000.0,304000000.0,2480000000.0,0.0
3,EBAY,2016-12-31,682000000.0,416000000.0,2826000000.0,626000000.0,-212000000.0,-14155000000.0,-2008000000.0,-20000000.0,-2841000000.0,-0.0,-744000000.0,-90000000.0,-16000000.0,2200000000.0,0.0
4,EBAY,2015-12-31,687000000.0,379000000.0,4033000000.0,668000000.0,-24000000.0,-8893000000.0,-3611000000.0,-850000000.0,-1928000000.0,-0.0,-4554000000.0,-364000000.0,-4496000000.0,3365000000.0,0.0
5,EBAY,2014-12-31,1490000000.0,675000000.0,5677000000.0,1271000000.0,-59000000.0,-13492000000.0,-2673000000.0,-0.0,-4358000000.0,-0.0,-1022000000.0,-148000000.0,1834000000.0,4406000000.0,0.0
6,EBAY,2013-12-31,1400000000.0,609000000.0,4995000000.0,1250000000.0,-869000000.0,-1343000000.0,-5964000000.0,-400000000.0,-906000000.0,-0.0,-1354000000.0,48000000.0,-2323000000.0,3745000000.0,0.0
7,EBAY,2012-12-31,1200000000.0,488000000.0,3838000000.0,1257000000.0,-143000000.0,-4026000000.0,-3763000000.0,-0.0,-415000000.0,-0.0,1951000000.0,100000000.0,2126000000.0,2581000000.0,0.0
8,EBAY,2011-12-31,939953000.0,457188000.0,3273674000.0,963498000.0,-3223055000.0,-3354169000.0,-3306862000.0,-199271000.0,-821776000.0,-0.0,-838496000.0,-14626000.0,-886310000.0,2310176000.0,0.0
9,EBAY,2010-12-31,762465000.0,381492000.0,2745760000.0,723912000.0,-90568000.0,-3354582000.0,-2282470000.0,-0.0,-475541000.0,-0.0,1234406000.0,-120103000.0,1577593000.0,2021848000.0,0.0
10,EBAY,2009-12-31,810946000.0,390057000.0,2908086000.0,-567094000.0,570888000.0,-1159664000.0,-1149383000.0,-1000000000.0,102526000.0,0.0,-945656000.0,-2157000.0,810890000.0,2340992000.0,0.4347
0,CTSH,2018-12-31,498000000.0,267000000.0,2592000000.0,377000000.0,-0.0,-1261000000.0,-1663000000.0,-116000000.0,-1261000000.0,-468000000.0,-1693000000.0,-36000000.0,-764000000.0,2215000000.0,0.0
1,CTSH,2017-12-31,443000000.0,221000000.0,2407000000.0,284000000.0,-0.0,-1438000000.0,-582000000.0,-95000000.0,-1889000000.0,-265000000.0,-1985000000.0,51000000.0,-109000000.0,2123000000.0,0.0
2,CTSH,2016-12-31,379000000.0,217000000.0,1621000000.0,300000000.0,-0.0,-5681000000.0,-963000000.0,-57000000.0,-512000000.0,-0.0,-719000000.0,-30000000.0,-91000000.0,1321000000.0,0.0
3,CTSH,2015-12-31,330000000.0,192000000.0,2153300000.0,272800000.0,-1700000.0,-3463700000.0,-1370600000.0,-53400000.0,-460000000.0,-0.0,-648100000.0,-19500000.0,115100000.0,1880500000.0,0.0
4,CTSH,2014-12-31,208067000.0,134825000.0,1473010000.0,212203000.0,-2691437000.0,-2745616000.0,-3160694000.0,-14184000.0,-248317000.0,-0.0,1503410000.0,-18583000.0,-202857000.0,1260807000.0,0.0
5,CTSH,2013-12-31,179930000.0,118800000.0,1423776000.0,261626000.0,-193805000.0,-179004000.0,-749980000.0,-0.0,-179004000.0,-0.0,-30867000.0,-19217000.0,642929000.0,1162150000.0,0.0
6,CTSH,2012-12-31,156588000.0,107355000.0,1172583000.0,334465000.0,-59894000.0,-1949353000.0,-570046000.0,-0.0,-520845000.0,-0.0,-342988000.0,-378000.0,259171000.0,838118000.0,0.0
7,CTSH,2011-12-31,124175000.0,90232000.0,875152000.0,288221000.0,-82800000.0,-1712811000.0,-850281000.0,-0.0,-374147000.0,-0.0,-255455000.0,521000.0,-230063000.0,586931000.0,0.0
8,CTSH,2010-12-31,110172000.0,56984000.0,764654000.0,185512000.0,-33863000.0,-993185000.0,-446890000.0,-0.0,-59000000.0,-0.0,120003000.0,2272000.0,440039000.0,579142000.0,0.0
9,CTSH,2009-12-31,89371000.0,13260000.0,672325000.0,-76639000.0,-68613000.0,-249512000.0,-394764000.0,0.0,45392000.0,0.0,76948000.0,11355000.0,365864000.0,595686000.0,0.1047
0,LULU,2020-02-02,161933000.0,45593000.0,669316000.0,283048000.0,-0.0,-173399000.0,-278408000.0,-0.0,-173399000.0,-0.0,-177173000.0,-1550000.0,212185000.0,386268000.0,0.0
1,LULU,2019-02-03,122484000.0,28568000.0,742779000.0,225807000.0,-0.0,-598340000.0,-242794000.0,-0.0,-598340000.0,-0.0,-590214000.0,-18952000.0,-109181000.0,516972000.0,0.0
2,LULU,2018-01-28,108235000.0,17610000.0,489337000.0,157864000.0,-0.0,-100261000.0,-173392000.0,-0.0,-100261000.0,-0.0,-97862000.0,37572000.0,255655000.0,331473000.0,0.0
3,LULU,2017-01-29,87697000.0,16822000.0,385119000.0,149511000.0,-0.0,-29327000.0,-149511000.0,-0.0,-29327000.0,-0.0,-25338000.0,23094000.0,233364000.0,235608000.0,0.0
4,LULU,2016-01-31,73383000.0,10356000.0,298740000.0,143487000.0,-0.0,-274193000.0,-143487000.0,-0.0,-274193000.0,-0.0,-273693000.0,-44557000.0,-162997000.0,155253000.0,0.0
5,LULU,2015-02-01,58364000.0,8269000.0,314449000.0,119733000.0,-0.0,-147431000.0,-119733000.0,-0.0,-147431000.0,-0.0,-149077000.0,-79809000.0,-34170000.0,194716000.0,0.0
6,LULU,2014-02-02,49068000.0,10087000.0,278339000.0,106408000.0,-0.0,0.0,-106408000.0,-0.0,-698649000.0,-0.0,8907000.0,-72368000.0,108470000.0,171931000.0,0.0
7,LULU,2013-02-03,43000000.0,15637000.0,280113000.0,93229000.0,-0.0,0.0,-93229000.0,-0.0,-590179000.0,-0.0,-5491000.0,-651000.0,180742000.0,186884000.0,0.0
8,LULU,2012-01-29,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
9,LULU,2011-01-30,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10,LULU,2010-01-31,20832000.0,9474000.0,117960000.0,-15497000.0,-810000.0,0.0,-16307000.0,0.0,1209000.0,0.0,-2649000.0,3772000.0,102776000.0,102463000.0,0.1106
0,ORLY,2019-12-31,274791000.0,21921000.0,1708479000.0,628057000.0,-0.0,-1432791000.0,-796746000.0,-0.0,-1432791000.0,-0.0,-902811000.0,169000.0,9091000.0,1080422000.0,0.0
1,ORLY,2018-12-31,262407000.0,20176000.0,1727555000.0,504268000.0,-0.0,-1714013000.0,-534302000.0,-0.0,-1714013000.0,-0.0,-1208286000.0,0.0,-15033000.0,1223287000.0,0.0
2,ORLY,2017-12-31,236716000.0,19401000.0,1403687000.0,465940000.0,-0.0,-2172530000.0,-464223000.0,-0.0,-2172530000.0,-0.0,-1039714000.0,0.0,-100250000.0,937747000.0,0.0
3,ORLY,2016-12-31,220317000.0,18859000.0,1454167000.0,476344000.0,-0.0,-1505437000.0,-529096000.0,-0.0,-1505437000.0,-0.0,-894774000.0,0.0,30297000.0,977823000.0,0.0
4,ORLY,2015-12-31,212362000.0,21899000.0,1281476000.0,414020000.0,-0.0,-1136213000.0,-407188000.0,-0.0,-1136213000.0,-0.0,-1008547000.0,0.0,-134259000.0,867456000.0,0.0
5,ORLY,2014-12-31,196291000.0,23095000.0,1190430000.0,429987000.0,-0.0,-866484000.0,-423402000.0,-72000.0,-866484000.0,-0.0,-747786000.0,0.0,19242000.0,760443000.0,0.0
6,ORLY,2013-12-31,185234000.0,21722000.0,908026000.0,395881000.0,-0.0,-933028000.0,-388754000.0,-224000.0,-933028000.0,-0.0,-536082000.0,0.0,-16810000.0,512145000.0,0.0
7,ORLY,2012-12-31,178894000.0,22026000.0,1251555000.0,300719000.0,-0.0,-1445287000.0,-317407000.0,-935000.0,-1445287000.0,-0.0,-1047572000.0,0.0,-113424000.0,950836000.0,0.0
8,ORLY,2011-12-31,167677000.0,20579000.0,1118991000.0,328319000.0,-0.0,-976632000.0,-319653000.0,-399843000.0,-976632000.0,-0.0,-467507000.0,0.0,331831000.0,790672000.0,0.0
9,ORLY,2010-12-31,170708000.0,2026000.0,703687000.0,365419000.0,-0.0,0.0,-351277000.0,-980027000.0,-29721000.0,-0.0,-349624000.0,0.0,2786000.0,338268000.0,0.0
10,ORLY,2009-12-31,148179000.0,11198000.0,285200000.0,-410491000.0,0.0,5819000.0,-410661000.0,50952000.0,59508000.0,0.0,121095000.0,0.0,-4366000.0,-125291000.0,-0.1461
0,NXPI,2019-12-31,2100000000.0,346000000.0,2373000000.0,628000000.0,-1698000000.0,-1461000000.0,-2284000000.0,-1150000000.0,-1443000000.0,-319000000.0,-1831000000.0,-2000000.0,-1744000000.0,1745000000.0,0.0
1,NXPI,2018-12-31,1987000000.0,314000000.0,4369000000.0,-610000000.0,141000000.0,-3000000.0,-522000000.0,700000000.0,-4967000000.0,-74000000.0,-4597000000.0,-8000000.0,-758000000.0,3759000000.0,-0.18
2,NXPI,2017-12-31,2173000000.0,281000000.0,2447000000.0,-550000000.0,2682000000.0,0.0,2072000000.0,-2744000000.0,-53000000.0,0.0,-2886000000.0,20000000.0,1653000000.0,1897000000.0,-0.074
3,NXPI,2016-12-31,2205000000.0,333000000.0,2303000000.0,-388000000.0,-182000000.0,0.0,-627000000.0,-106000000.0,-1165000000.0,0.0,-1392000000.0,-4000000.0,280000000.0,1915000000.0,-0.2158
4,NXPI,2015-12-31,517000000.0,216000000.0,1330000000.0,-334000000.0,-87000000.0,1000000.0,-430000000.0,28000000.0,-424000000.0,0.0,-449000000.0,-22000000.0,429000000.0,996000000.0,-0.3582
5,NXPI,2014-12-31,405000000.0,133000000.0,1468000000.0,-325000000.0,-7000000.0,0.0,-387000000.0,860000000.0,-1290000000.0,0.0,-554000000.0,-12000000.0,515000000.0,1143000000.0,-0.1441
6,NXPI,2013-12-31,514000000.0,88000000.0,891000000.0,-209000000.0,2000000.0,4000000.0,-240000000.0,-310000000.0,-228000000.0,0.0,-598000000.0,0.0,53000000.0,682000000.0,-0.2293
7,NXPI,2012-12-31,533000000.0,52000000.0,722000000.0,-249000000.0,24000000.0,12000000.0,-243000000.0,-508000000.0,-26000000.0,0.0,-574000000.0,14000000.0,-140000000.0,473000000.0,-0.4339
8,NXPI,2011-12-31,591000000.0,31000000.0,175000000.0,-206000000.0,0.0,0.0,-202000000.0,-812000000.0,-47000000.0,0.0,-926000000.0,-21000000.0,-144000000.0,-31000000.0,-0.7612
9,NXPI,2010-12-31,684000000.0,12000000.0,361000000.0,-227000000.0,-68000000.0,0.0,-269000000.0,-603000000.0,448000000.0,0.0,-157000000.0,-63000000.0,-70000000.0,134000000.0,-0.696
10,NXPI,2009-12-31,818000000.0,0.0,-701000000.0,-71000000.0,123000000.0,18000000.0,63000000.0,-80000000.0,0.0,0.0,-109000000.0,-8000000.0,-747000000.0,-772000000.0,-0.696
0,BIDU,2018-12-31,539797395.0796,676700434.1534,5205065123.0101,-1263241678.7265,521418234.4428,-2278437047.7569,-4986975397.974,2999565846.5991,-381476121.563,0.0,2182633863.9653,275253256.1505,2675976845.152,3941823444.2836,0.2643
1,BIDU,2017-12-31,575120918.9843,490326481.2576,4961910519.9516,-715689238.2104,132708585.2479,-9661426844.0145,-11630743651.7533,3563935912.9383,-191958887.5453,0.0,6734733978.2346,-47762998.7908,18137847.6421,4246221281.7412,0.1633
2,BIDU,2016-12-31,496904247.6602,253419726.4219,3236861051.1159,-595248380.1296,39596832.2534,-3704823614.1109,-5170770338.3729,986321094.3125,25341972.6422,0.0,2080201583.8733,20734341.2527,167026637.869,2641612670.9863,0.1633
3,BIDU,2015-12-31,444615621.6299,213680480.6655,3045909721.1524,-805422893.2368,-596826374.9807,-3081959636.4197,-4871514404.5602,1586812509.6287,-947773840.7025,0.0,1198274533.9701,27576644.5848,-599753504.8529,2240486827.9156,0.1633
4,BIDU,2014-12-31,359042137.5525,155431062.3184,2895895221.1818,-776031804.9726,-53098320.9558,-2545058766.5483,-3627344849.8547,1232744268.6471,31134646.432,0.0,1390371327.0907,12845818.5341,671767516.9519,2119863416.2092,0.1633
5,BIDU,2013-12-31,280603363.0069,84854434.5532,2273816518.2987,-451797065.6116,-2176248928.4537,-1021975272.0079,-3802001318.8262,987136663.3696,25767721.7277,0.0,1200409165.8424,-33060995.7138,-360836630.3989,1822019452.6871,0.1633
6,BIDU,2012-12-31,205474021.8089,34045702.3733,1923668056.4464,-375303078.8967,-131578896.7287,-1662758178.3194,-2204791533.034,1501194836.4336,9136305.3239,0.0,1526277261.0648,-1864817.1905,1243288967.2867,1548364977.5497,0.1633
7,BIDU,2011-12-31,140373096.4467,24116116.7513,1297401491.1168,-285904187.8173,-308672271.5736,-1580689086.2944,-2260553458.1218,374152284.264,3677664.9746,0.0,384804885.7868,-1363261.4213,-579710342.6396,1011497303.2995,0.1633
8,BIDU,2010-12-31,66871363.6364,14202424.2424,712194090.9091,-137195151.5152,0.0,-36576212.1212,-184473030.303,13030303.0303,5871363.6364,0.0,18901666.6667,-925757.5758,545696969.697,574998939.3939,0.1633
9,BIDU,2009-12-31,46434744.3972,12643620.9169,331695327.3766,-60158781.3095,-1757726.6735,-10838875.0549,-78521898.3448,0.0,13928958.5469,0.0,13928958.5469,-108539.6221,266993847.9566,271536546.0671,0.1633
0,SGEN,2019-12-31,38430000.0,127300000.0,-163737000.0,70753000.0,-0.0,-206976000.0,-277729000.0,-0.0,274129000.0,-0.0,637842000.0,0.0,196376000.0,-234490000.0,0.0
1,SGEN,2018-12-31,28562000.0,78900000.0,-203536000.0,0.0,-598151000.0,26740000.0,-592630000.0,-0.0,580056000.0,-0.0,713407000.0,0.0,-82759000.0,-203536000.0,0.0
2,SGEN,2017-12-31,23772000.0,63802000.0,-118900000.0,41657000.0,-0.0,653200000.0,129861000.0,-0.0,-160945000.0,-0.0,41311000.0,0.0,52272000.0,-160557000.0,0.0
3,SGEN,2016-12-31,18034000.0,52471000.0,-96971000.0,27835000.0,-0.0,699800000.0,68193000.0,-0.0,-108673000.0,-0.0,35196000.0,0.0,6418000.0,-124806000.0,0.0
4,SGEN,2015-12-31,14505000.0,41836000.0,-133203000.0,13392000.0,-0.0,367200000.0,-375850000.0,-0.0,424363000.0,-0.0,554381000.0,0.0,45328000.0,-146595000.0,0.0
5,SGEN,2014-12-31,12640000.0,40619000.0,-59999000.0,17176000.0,-0.0,504100000.0,36622000.0,-0.0,-56927000.0,-0.0,16188000.0,0.0,-7189000.0,-77175000.0,0.0
6,SGEN,2013-12-31,6732000.0,31406000.0,-1110000.0,22154000.0,-0.0,0.0,-24636000.0,-0.0,-64116000.0,-0.0,35199000.0,0.0,9453000.0,-23264000.0,0.0
7,SGEN,2012-12-31,3585000.0,25340000.0,11481000.0,10485000.0,-0.0,0.0,-80176000.0,-0.0,-54663000.0,-0.0,35724000.0,0.0,-32971000.0,996000.0,0.0
8,SGEN,2011-12-31,-8304000.0,19984000.0,-124031000.0,11252000.0,-0.0,0.0,2554000.0,-0.0,80419000.0,-0.0,187984000.0,0.0,66507000.0,-135283000.0,0.0
9,SGEN,2010-12-31,3562000.0,14330000.0,6808000.0,-3548000.0,0.0,-8022000.0,-11544000.0,0.0,7377000.0,0.0,7377000.0,0.0,2641000.0,3260000.0,0.1859
10,SGEN,2009-12-31,3260000.0,11849000.0,-61755000.0,-4589000.0,0.0,-142829000.0,-147446000.0,0.0,196887000.0,0.0,196887000.0,0.0,-12314000.0,-66344000.0,0.2553
0,MAR,2019-12-31,403000000.0,187000000.0,1685000000.0,653000000.0,-0.0,-2260000000.0,-284000000.0,-835000000.0,-2253000000.0,-612000000.0,-1508000000.0,0.0,-107000000.0,1032000000.0,0.0
1,MAR,2018-12-31,284000000.0,184000000.0,2357000000.0,556000000.0,-0.0,-2850000000.0,-52000000.0,-397000000.0,-2846000000.0,-543000000.0,-2374000000.0,0.0,-69000000.0,1801000000.0,0.0
2,MAR,2017-12-31,290000000.0,181000000.0,2436000000.0,429000000.0,-0.0,-3013000000.0,1020000000.0,-310000000.0,-3007000000.0,-482000000.0,-3931000000.0,0.0,-475000000.0,2007000000.0,0.0
3,MAR,2016-12-31,168000000.0,212000000.0,1582000000.0,279000000.0,-2412000000.0,-568000000.0,-2409000000.0,-326000000.0,-534000000.0,-374000000.0,1589000000.0,0.0,762000000.0,1303000000.0,0.0
4,MAR,2015-12-31,139000000.0,113000000.0,1430000000.0,426000000.0,-137000000.0,-1917000000.0,367000000.0,-325000000.0,-1877000000.0,-253000000.0,-1805000000.0,0.0,-8000000.0,1004000000.0,0.0
5,MAR,2014-12-31,148000000.0,109000000.0,1224000000.0,476000000.0,-184000000.0,-1510000000.0,-313000000.0,-7000000.0,-1332000000.0,-223000000.0,-933000000.0,0.0,-22000000.0,748000000.0,0.0
6,MAR,2013-12-31,127000000.0,116000000.0,1140000000.0,465000000.0,-0.0,-899000000.0,-519000000.0,-407000000.0,-635000000.0,-196000000.0,-583000000.0,0.0,38000000.0,675000000.0,0.0
7,MAR,2012-12-28,145000000.0,77000000.0,989000000.0,690000000.0,-0.0,-1145000000.0,-585000000.0,-370000000.0,-966000000.0,-191000000.0,-418000000.0,0.0,-14000000.0,299000000.0,0.0
8,MAR,2011-12-30,168000000.0,86000000.0,1089000000.0,257000000.0,-0.0,-1425000000.0,-247000000.0,-264000000.0,-1301000000.0,-134000000.0,-1245000000.0,0.0,-403000000.0,832000000.0,0.0
9,MAR,2010-12-31,178000000.0,91000000.0,1151000000.0,363000000.0,-0.0,-57000000.0,-264000000.0,-385000000.0,141000000.0,-43000000.0,-497000000.0,0.0,390000000.0,788000000.0,0.0
10,MAR,2010-01-01,185000000.0,0.0,868000000.0,186000000.0,-0.0,0.0,-69000000.0,-238000000.0,27000000.0,-63000000.0,-818000000.0,0.0,-19000000.0,682000000.0,0.0
0,SIRI,2019-12-31,482000000.0,250000000.0,2017000000.0,363000000.0,313000000.0,-2166000000.0,-3000000.0,-1666000000.0,-2159000000.0,-226000000.0,-1959000000.0,0.0,106000000.0,1654000000.0,0.0
1,SIRI,2018-12-31,307241000.0,133175000.0,1880418000.0,355703000.0,-2377000.0,-1321891000.0,-379276000.0,-15998000.0,-1314286000.0,-201434000.0,-1515146000.0,0.0,54431000.0,1524715000.0,0.0
2,SIRI,2017-12-31,307652000.0,124069000.0,1855589000.0,287970000.0,-107736000.0,-2021500000.0,-1146812000.0,-1512578000.0,-1409035000.0,-190242000.0,-853694000.0,0.0,69022000.0,1567619000.0,0.0
3,SIRI,2016-12-31,277587000.0,108604000.0,1719237000.0,205829000.0,-0.0,-1673518000.0,-210124000.0,-1470985000.0,-1673518000.0,-48079000.0,-1407012000.0,0.0,213939000.0,1513408000.0,0.0
4,SIRI,2015-12-31,280086000.0,84310000.0,1244051000.0,134892000.0,-0.0,-2018254000.0,-138858000.0,-797117000.0,-2018254000.0,-0.0,-1141079000.0,0.0,111838000.0,1109159000.0,0.0
5,SIRI,2014-12-31,266423000.0,78212000.0,1253244000.0,121646000.0,1144000.0,-2496799000.0,-96324000.0,-1016420000.0,-2496799000.0,-0.0,-1144001000.0,0.0,147724000.0,1131598000.0,0.0
6,SIRI,2013-12-31,253314000.0,68876000.0,1102832000.0,173617000.0,-525352000.0,-1762360000.0,-700688000.0,-1782160000.0,-1762360000.0,-0.0,-788284000.0,0.0,134805000.0,929215000.0,0.0
7,SIRI,2012-12-31,266295000.0,63822000.0,806765000.0,97293000.0,-0.0,0.0,-97319000.0,-915824000.0,-520945000.0,-327062000.0,-962491000.0,0.0,-253045000.0,709472000.0,0.0
8,SIRI,2011-12-31,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
9,SIRI,2010-12-31,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10,SIRI,2009-12-31,309450000.0,73981000.0,433830000.0,-248511000.0,0.0,0.0,-248511000.0,-178564000.0,0.0,0.0,-182276000.0,0.0,3043000.0,185319000.0,-1.1635
0,VRSK,2019-12-31,319800000.0,42700000.0,956300000.0,216800000.0,-699200000.0,-300000000.0,-927900000.0,-330000000.0,-300000000.0,-163500000.0,10900000.0,6100000.0,45100000.0,739500000.0,0.0
1,VRSK,2018-12-31,291900000.0,38500000.0,934400000.0,231000000.0,-138200000.0,-438700000.0,-265400000.0,300000000.0,-438600000.0,-0.0,-669800000.0,-2000000.0,-2800000.0,703400000.0,0.0
2,VRSK,2017-12-31,233200000.0,31800000.0,743500000.0,183500000.0,-873300000.0,-276300000.0,-1105500000.0,-0.0,-276300000.0,-0.0,362500000.0,6700000.0,7200000.0,560000000.0,0.0
3,VRSK,2016-12-31,219600000.0,30000000.0,546100000.0,156500000.0,-67700000.0,-326800000.0,493200000.0,-0.0,-326800000.0,-0.0,-1032800000.0,-9700000.0,-3200000.0,389600000.0,0.0
4,VRSK,2015-12-31,202585000.0,30542000.0,623687000.0,166138000.0,-2858233000.0,-20557000.0,-3006317000.0,-50000000.0,700392000.0,-0.0,2481013000.0,606000.0,98989000.0,457549000.0,0.0
5,VRSK,2014-12-31,140845000.0,20253000.0,489452000.0,146818000.0,-35192000.0,-783484000.0,-35530000.0,-0.0,-778484000.0,-0.0,-579078000.0,-1286000.0,-126442000.0,342634000.0,0.0
6,VRSK,2013-12-31,131865000.0,21087000.0,506920000.0,145976000.0,-983000.0,-277411000.0,-145626000.0,-0.0,-277411000.0,-0.0,-284472000.0,-840000.0,75982000.0,360944000.0,0.0
7,VRSK,2012-12-31,101862000.0,24696000.0,468229000.0,74373000.0,-769513000.0,-162275000.0,-883583000.0,-347224000.0,-162275000.0,-0.0,313555000.0,15000.0,-101784000.0,393856000.0,0.0
8,VRSK,2011-12-31,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
9,VRSK,2010-12-31,68126000.0,-15355000.0,336032000.0,-38641000.0,-205275000.0,227000.0,-243689000.0,248219000.0,-384579000.0,0.0,-108787000.0,-109000.0,-16553000.0,297391000.0,-0.1327
10,VRSK,2009-12-31,71199000.0,72872000.0,326401000.0,-38694000.0,-146957000.0,311000.0,-185340000.0,-83754000.0,-39031000.0,0.0,-102809000.0,90000.0,38342000.0,287707000.0,-0.0949
0,WDAY,2020-01-31,421312000.0,859571000.0,864598000.0,850000.0,-473603000.0,-136218000.0,-896922000.0,-30000.0,-731141000.0,-0.0,125124000.0,-282000.0,731141000.0,863748000.0,0.0
1,WDAY,2019-01-31,329323000.0,652465000.0,606658000.0,212957000.0,-1474337000.0,1050795000.0,288607000.0,-350030000.0,-638554000.0,-0.0,-256711000.0,-614000.0,638554000.0,393701000.0,0.0
2,WDAY,2018-01-31,238452000.0,478425000.0,465727000.0,152536000.0,-5744000.0,-940642000.0,-978980000.0,-0.0,-1134355000.0,-0.0,1106262000.0,751000.0,1134355000.0,313191000.0,0.0
3,WDAY,2017-01-31,168409000.0,372272000.0,348655000.0,120813000.0,-147879000.0,68493000.0,-168885000.0,-0.0,-539923000.0,-0.0,59681000.0,385000.0,239836000.0,227842000.0,0.0
4,WDAY,2016-01-31,134934000.0,249970000.0,258637000.0,133667000.0,-31436000.0,-240983000.0,-300147000.0,-0.0,-300087000.0,-0.0,44109000.0,-704000.0,1895000.0,124970000.0,0.0
5,WDAY,2015-01-31,102664000.0,156048000.0,102003000.0,103646000.0,-26317000.0,-328386000.0,-404167000.0,-0.0,-298192000.0,-0.0,19455000.0,-425000.0,-283134000.0,-1643000.0,0.0
6,WDAY,2014-01-31,61309000.0,61851000.0,46263000.0,75725000.0,-0.0,-605998000.0,-682633000.0,-0.0,10915000.0,-0.0,1133610000.0,-72000.0,497168000.0,-29462000.0,0.0
7,WDAY,2013-01-31,29090000.0,15328000.0,11214000.0,15898000.0,-0.0,-765797000.0,-670118000.0,-0.0,-84158000.0,-0.0,685537000.0,-4000.0,26629000.0,-4684000.0,0.0
8,WDAY,2012-01-31,9319000.0,4182000.0,-13774000.0,-4999000.0,0.0,-51196000.0,-56195000.0,-4296000.0,6265000.0,0.0,96978000.0,8000.0,27017000.0,-18773000.0,0.0991
9,WDAY,2010-12-31,5313000.0,1702000.0,-15335000.0,-3662000.0,0.0,15829000.0,12167000.0,-952000.0,626000.0,0.0,-326000.0,9000.0,-3485000.0,-18997000.0,0.0991
10,WDAY,2009-12-31,3262000.0,896000.0,-30128000.0,-4229000.0,0.0,-10298000.0,-14527000.0,0.0,1149000.0,0.0,76704000.0,-4000.0,32045000.0,-34357000.0,0.0991
0,NTES,2018-12-31,301519681.6208,366085383.5022,1941516208.3936,-560255137.4819,-398124457.3082,-491346454.4139,-1963750361.7945,898640810.4197,-1087797250.3618,-208421707.67,229727785.8177,11796092.6194,219289725.0362,1381261070.9117,0.265
1,NTES,2017-12-31,121191656.5901,302941807.7388,1797043228.5369,-379883766.6264,-136141475.2116,-1392178960.0967,-1943057738.815,469312273.2769,-311606862.1524,-492383162.0314,-196905683.1923,-1929564.6917,-344849758.162,1417159461.9105,0.203
2,NTES,2016-12-31,47158387.329,142567458.6033,2230131893.4485,-163844924.406,-26078761.6991,-1493003743.7005,-1707903959.6832,215227645.7883,-172656875.45,-366618430.5256,-324047084.2333,19047516.1987,217228365.7307,2066286969.0425,0.203
3,NTES,2015-12-31,28108149.7458,105448621.1678,1244325989.8321,-133318286.8587,0.0,-95000462.1784,-390775535.3566,13425050.0693,-20365429.0556,-226153905.4075,-251538437.837,21934062.5481,623946079.1866,1111007702.9733,0.203
