,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,ticker
15,2010-06-01T00:00:00.000Z,260.83,265.94,258.96,259.69,31302600,32.2545133516,32.88642135,32.0232671761,32.1135397473,219118419,0.0,1.0,AAPL
16,2010-06-02T00:00:00.000Z,263.95,264.8,260.335,264.54,24591000,32.6403358477,32.7454477457,32.1933011287,32.713295871,172137172,0.0,1.0,AAPL
17,2010-06-03T00:00:00.000Z,263.12,265.55,260.41,265.18,23218100,32.5376971709,32.838193538,32.2025757079,32.7924389471,162526862,0.0,1.0,AAPL
18,2010-06-04T00:00:00.000Z,255.965,261.9,254.63,258.21,27082300,31.652902312,32.386830682,31.4878148017,31.9305213837,189576289,0.0,1.0,AAPL
19,2010-06-07T00:00:00.000Z,250.94,259.15,250.55,258.29,31676500,31.0315055034,32.0467627768,30.9832776914,31.9404142683,221735721,0.0,1.0,AAPL
20,2010-06-08T00:00:00.000Z,249.33,253.8,245.65,253.24,35741800,30.8324112025,31.3851761248,30.3773385148,31.3159259332,250192850,0.0,1.0,AAPL
21,2010-06-09T00:00:00.000Z,243.2,251.9,242.49,251.47,30522500,30.0743689266,31.1502201176,29.9865695765,31.0970458633,213657713,0.0,1.0,AAPL
22,2010-06-10T00:00:00.000Z,250.51,250.98,242.2,244.84,27727000,30.9783312491,31.0364519457,29.9507078701,30.2771730591,194089194,0.0,1.0,AAPL
23,2010-06-11T00:00:00.000Z,253.51,253.86,247.37,248.225,19491400,31.3493144185,31.3925957882,30.5900355319,30.6957657352,136439936,0.0,1.0,AAPL
24,2010-06-14T00:00:00.000Z,254.28,259.15,254.01,255.96,21534300,31.4445334319,32.0467627768,31.4111449467,31.6522840067,150740250,0.0,1.0,AAPL
25,2010-06-15T00:00:00.000Z,259.69,259.85,255.5,255.64,20895500,32.1135397473,32.1333255163,31.5953999208,31.6127124687,146268646,0.0,1.0,AAPL
26,2010-06-16T00:00:00.000Z,267.25,267.75,260.6302,261.1,27988500,33.048417334,33.1102478622,32.2298058725,32.2879018369,195919695,0.0,1.0,AAPL
27,2010-06-17T00:00:00.000Z,271.87,272.9,269.5,270.6,31173400,33.6197314147,33.7471023029,33.326654711,33.462681873,218214018,0.0,1.0,AAPL
28,2010-06-18T00:00:00.000Z,274.074,275.0,271.42,272.25,28022200,33.8922803831,34.0067905214,33.5640839393,33.6667226162,196155596,0.0,1.0,AAPL
29,2010-06-21T00:00:00.000Z,270.17,279.01,268.73,277.69,27731800,33.4095076188,34.5026713577,33.2314356975,34.3394387632,194122794,0.0,1.0,AAPL
30,2010-06-22T00:00:00.000Z,273.85,275.97,271.5,272.16,25616500,33.8645803065,34.1267417461,33.5739768238,33.6555931211,179315679,0.0,1.0,AAPL
31,2010-06-23T00:00:00.000Z,270.97,274.66,267.9,274.58,27444900,33.5084364639,33.9647457622,33.1287970207,33.9548528777,192114492,0.0,1.0,AAPL
32,2010-06-24T00:00:00.000Z,269.0,273.195,268.1,271.0,25509900,33.2648241827,33.7835823145,33.1535292319,33.5121462956,178569478,0.0,1.0,AAPL
33,2010-06-25T00:00:00.000Z,266.7,270.27,265.81,270.06,19640800,32.9804037529,33.4218737244,32.8703454127,33.3959049026,137485737,0.0,1.0,AAPL
34,2010-06-28T00:00:00.000Z,268.3,269.75,264.52,266.93,20891000,33.1782614432,33.3575699751,32.7108226499,33.0088457959,146237146,0.0,1.0,AAPL
35,2010-06-29T00:00:00.000Z,256.17,264.39,254.3,264.1205,40476600,31.6782528286,32.6947467125,31.447006653,32.6614200578,283336483,0.0,1.0,AAPL
36,2010-06-30T00:00:00.000Z,251.53,257.97,250.01,256.71,26409000,31.1044655267,31.9008427302,30.9165007209,31.7450297991,184863184,0.0,1.0,AAPL
37,2010-07-01T00:00:00.000Z,248.48,254.8,243.22,254.3,36532000,30.7272993046,31.5088371813,30.0768421477,31.447006653,255724255,0.0,1.0,AAPL
38,2010-07-02T00:00:00.000Z,246.94,250.93,243.2,250.49,24780100,30.5368612776,31.0302688928,30.0743689266,30.975858028,173460873,0.0,1.0,AAPL
39,2010-07-06T00:00:00.000Z,248.63,252.8,246.16,251.0,21972700,30.745848463,31.2615150684,30.4404056536,31.0389251668,153809053,0.0,1.0,AAPL
40,2010-07-07T00:00:00.000Z,258.665,258.77,249.75,250.49,23377000,31.9867871644,31.9997715753,30.8843488462,30.975858028,163639163,0.0,1.0,AAPL
41,2010-07-08T00:00:00.000Z,258.09,262.9,254.89,262.48,26362300,31.915682057,32.5104917384,31.5199666764,32.4585540947,184536284,0.0,1.0,AAPL
42,2010-07-09T00:00:00.000Z,259.62,259.9,255.16,256.89,15475800,32.1048834733,32.1395085691,31.5533551616,31.7672887892,108330708,0.0,1.0,AAPL
43,2010-07-12T00:00:00.000Z,257.285,261.85,254.86,258.53,20102800,31.8161349065,32.3806476292,31.5162568447,31.9700929218,140719740,0.0,1.0,AAPL
44,2010-07-13T00:00:00.000Z,251.798,256.4,246.43,256.32,42533000,31.1376066898,31.7066948716,30.4737941389,31.6968019871,297731297,0.0,1.0,AAPL
45,2010-07-14T00:00:00.000Z,252.727,255.8,249.0,249.38,29001700,31.2524878113,31.6324982377,30.7916030539,30.8385942554,203012103,0.0,1.0,AAPL
46,2010-07-15T00:00:00.000Z,251.45,256.97,247.3,248.23,29459500,31.0945726422,31.7771816737,30.581379258,30.6963840405,206216706,0.0,1.0,AAPL
47,2010-07-16T00:00:00.000Z,249.9,254.97,248.41,253.18,37137800,30.9028980047,31.5298595609,30.7186430306,31.3085062698,259964859,0.0,1.0,AAPL
48,2010-07-19T00:00:00.000Z,245.58,249.88,239.6,249.88,36588500,30.3686822409,30.9004247836,29.6291891234,30.9004247836,256119756,0.0,1.0,AAPL
49,2010-07-20T00:00:00.000Z,251.89,252.9,240.01,242.9,38391100,31.148983507,31.273881174,29.6798901565,30.0372706096,268737968,0.0,1.0,AAPL
50,2010-07-21T00:00:00.000Z,254.24,265.15,254.0,265.09,42345400,31.4395869897,32.7887291154,31.4099083361,32.7813094521,296418096,0.0,1.0,AAPL
51,2010-07-22T00:00:00.000Z,259.024,260.0,255.31,257.68,23047100,32.0311814837,32.1518746748,31.5719043201,31.8649810238,161329861,0.0,1.0,AAPL
52,2010-07-23T00:00:00.000Z,259.94,260.38,256.28,257.09,19049600,32.1444550114,32.1988658762,31.6918555448,31.7920210005,133347333,0.0,1.0,AAPL
53,2010-07-26T00:00:00.000Z,259.28,260.0998,257.71,260.0,15019700,32.0628387141,32.1642160482,31.8686908555,32.1518746748,105138005,0.0,1.0,AAPL
54,2010-07-27T00:00:00.000Z,264.08,264.8,260.3,260.87,20884700,32.656411785,32.7454477457,32.1889729917,32.2594597939,146193046,0.0,1.0,AAPL
55,2010-07-28T00:00:00.000Z,260.96,265.99,260.25,263.67,18570900,32.2705892889,32.8926044028,32.1827899389,32.6057107519,129996429,0.0,1.0,AAPL
56,2010-07-29T00:00:00.000Z,258.11,262.65,256.1,260.71,22993100,31.9181552781,32.4795764743,31.6695965546,32.2396740248,160951860,0.0,1.0,AAPL
57,2010-07-30T00:00:00.000Z,257.25,259.7,254.9,255.8925,16007500,31.8118067696,32.1147763578,31.5212032869,31.6439368854,112052612,0.0,1.0,AAPL
58,2010-08-02T00:00:00.000Z,261.85,262.59,259.62,260.44,15287700,32.3806476292,32.4721568109,32.1048834733,32.2062855396,107014007,0.0,1.0,AAPL
59,2010-08-03T00:00:00.000Z,261.93,263.26,259.42,261.01,14916200,32.3905405137,32.5550097188,32.080151262,32.2767723418,104413504,0.0,1.0,AAPL
60,2010-08-04T00:00:00.000Z,262.98,264.28,260.311,262.84,15013400,32.520384623,32.6811439963,32.1903332633,32.5030720751,105093905,0.0,1.0,AAPL
61,2010-08-05T00:00:00.000Z,261.7,263.18,260.55,261.73,10324900,32.3620984707,32.5451168342,32.2198882558,32.3658083024,72274372,0.0,1.0,AAPL
62,2010-08-06T00:00:00.000Z,260.091,261.49,257.63,259.78,15889200,32.1631278309,32.3361296489,31.858797971,32.1246692423,111224511,0.0,1.0,AAPL
63,2010-08-09T00:00:00.000Z,261.75,262.15,259.57,261.48,10826000,32.3682815235,32.4177459461,32.0987004205,32.3348930383,75782075,0.0,1.0,AAPL
64,2010-08-10T00:00:00.000Z,259.41,260.45,257.55,259.85,16140000,32.0789146515,32.2075221502,31.8489050865,32.1333255163,112980112,0.0,1.0,AAPL
65,2010-08-11T00:00:00.000Z,250.19,255.69,249.81,255.4,22144800,30.9387597111,31.6188955215,30.8917685096,31.5830338151,155013755,0.0,1.0,AAPL
66,2010-08-12T00:00:00.000Z,251.79,253.1,246.12,246.69,19104300,31.1366174014,31.2986133853,30.4354592114,30.5059460135,133730233,0.0,1.0,AAPL
67,2010-08-13T00:00:00.000Z,249.1,251.88,249.09,251.65,12673900,30.8039691596,31.1477468965,30.802732549,31.1193048535,88717388,0.0,1.0,AAPL
68,2010-08-16T00:00:00.000Z,247.64,250.01,246.62,247.58,11372500,30.6234240171,30.9165007209,30.4972897396,30.6160043538,79607579,0.0,1.0,AAPL
69,2010-08-17T00:00:00.000Z,251.97,254.63,249.2,250.08,15094300,31.1588763915,31.4878148017,30.8163352652,30.9251569949,105660205,0.0,1.0,AAPL
70,2010-08-18T00:00:00.000Z,253.07,254.67,251.58,252.36,12132000,31.2949035536,31.4927612439,31.1106485795,31.2071042036,84924084,0.0,1.0,AAPL
71,2010-08-19T00:00:00.000Z,249.88,253.48,248.68,252.84,15239500,30.9004247836,31.3456045868,30.7520315158,31.2664615106,106676606,0.0,1.0,AAPL
72,2010-08-20T00:00:00.000Z,249.64,253.92,249.0,249.39,13722500,30.87074613,31.4000154516,30.7916030539,30.8398308659,96057596,0.0,1.0,AAPL
73,2010-08-23T00:00:00.000Z,245.8,252.0,245.25,251.79,14787200,30.3958876733,31.1625862232,30.3278740923,31.1366174014,103510503,0.0,1.0,AAPL
74,2010-08-24T00:00:00.000Z,239.93,243.0,238.65,242.67,21520200,29.669997272,30.0496367153,29.5117111197,30.0088285666,150641550,0.0,1.0,AAPL
75,2010-08-25T00:00:00.000Z,242.89,243.99,237.2,238.04,21316700,30.0360339991,30.1720611611,29.3324025879,29.4362778753,149217049,0.0,1.0,AAPL
76,2010-08-26T00:00:00.000Z,240.28,245.75,240.2778,245.45,16660900,29.7132786417,30.3897046205,29.7130065874,30.3526063035,116626416,0.0,1.0,AAPL
77,2010-08-27T00:00:00.000Z,241.62,242.61,235.56,241.75,19585400,29.8789844574,30.0014089032,29.1295984553,29.8950603947,137097937,0.0,1.0,AAPL
78,2010-08-30T00:00:00.000Z,242.5,245.75,240.6801,240.76,13688900,29.987806187,30.3897046205,29.7627554304,29.7726359488,95822395,0.0,1.0,AAPL
79,2010-08-31T00:00:00.000Z,243.1,244.56,240.35,241.85,15028100,30.0620028209,30.2425479633,29.7219349157,29.9074265004,105196805,0.0,1.0,AAPL
80,2010-09-01T00:00:00.000Z,250.33,251.46,246.28,247.47,24894200,30.956072259,31.0958092528,30.4552449804,30.6024016376,174259574,0.0,1.0,AAPL
81,2010-09-02T00:00:00.000Z,252.17,252.17,248.57,251.2623,14836700,31.1836086028,31.1836086028,30.7384287996,31.0713614619,103857003,0.0,1.0,AAPL
82,2010-09-03T00:00:00.000Z,258.77,258.78,254.5,255.09,18599600,31.9997715753,32.0010081859,31.4717388643,31.5446988876,130197330,0.0,1.0,AAPL
83,2010-09-07T00:00:00.000Z,257.81,259.53,256.25,256.64,12234200,31.8810569612,32.0937539782,31.6881457131,31.7363735251,85639485,0.0,1.0,AAPL
84,2010-09-08T00:00:00.000Z,262.92,264.3899,259.1,259.78,18805400,32.5129649596,32.6947343464,32.040579724,32.1246692423,131637931,0.0,1.0,AAPL
85,2010-09-09T00:00:00.000Z,263.07,266.52,262.92,265.04,15663400,32.531514118,32.9581447628,32.5129649596,32.7751263992,109643909,0.0,1.0,AAPL
86,2010-09-10T00:00:00.000Z,263.41,264.5,261.4,263.19,13840800,32.5735588772,32.7083494288,32.3250001538,32.5463534448,96885696,0.0,1.0,AAPL
87,2010-09-13T00:00:00.000Z,267.04,268.28,265.76,265.82,13885000,33.0224485121,33.1757882221,32.8641623599,32.8715820233,97195097,0.0,1.0,AAPL
88,2010-09-14T00:00:00.000Z,268.06,269.17,265.52,266.21,14576800,33.1485827897,33.2858465623,32.8344837063,32.9198098353,102037702,0.0,1.0,AAPL
89,2010-09-15T00:00:00.000Z,270.22,270.38,267.84,268.17,15334600,33.4156906716,33.4354764406,33.1213773573,33.1621855059,107342307,0.0,1.0,AAPL
90,2010-09-16T00:00:00.000Z,276.57,276.67,269.5,270.24,23289400,34.20093838,34.2133044856,33.326654711,33.4181638927,163025963,0.0,1.0,AAPL
91,2010-09-17T00:00:00.000Z,275.37,277.96,273.68,277.69,22659900,34.0525451123,34.3728272485,33.8435579269,34.3394387632,158619458,0.0,1.0,AAPL
92,2010-09-20T00:00:00.000Z,283.23,283.78,275.85,276.08,23524200,35.0245210159,35.0925345969,34.1119024194,34.1403444623,164669564,0.0,1.0,AAPL
93,2010-09-21T00:00:00.000Z,283.77,287.35,282.79,283.86,23859800,35.0912979864,35.5340045684,34.9701101511,35.1024274815,167018767,0.0,1.0,AAPL
94,2010-09-22T00:00:00.000Z,287.75,287.98,282.41,282.71,20903200,35.583468991,35.611911034,34.9231189496,34.9602172666,146322546,0.0,1.0,AAPL
95,2010-09-23T00:00:00.000Z,288.92,292.76,286.0,286.33,28075600,35.7281524271,36.2030108838,35.3670621422,35.4078702909,196529396,0.0,1.0,AAPL
96,2010-09-24T00:00:00.000Z,292.32,293.53,290.55,292.1,23196000,36.148600019,36.2982298972,35.9297199491,36.1213945865,162372162,0.0,1.0,AAPL
97,2010-09-27T00:00:00.000Z,291.164,294.73,291.01,293.975,17244100,36.0056478377,36.446623165,35.986604035,36.3532590674,120708820,0.0,1.0,AAPL
98,2010-09-28T00:00:00.000Z,286.86,291.77,275.0,291.77,36965800,35.4734106508,36.0805864379,34.0067905214,36.0805864379,258760858,0.0,1.0,AAPL
99,2010-09-29T00:00:00.000Z,287.37,289.81,286.0,287.23,16773000,35.5364777896,35.8382107673,35.3670621422,35.5191652417,117411117,0.0,1.0,AAPL
100,2010-09-30T00:00:00.000Z,283.75,290.0,281.25,289.0,24049700,35.0888247652,35.861706368,34.7796721241,35.7380453116,168348068,0.0,1.0,AAPL
101,2010-10-01T00:00:00.000Z,282.52,286.58,281.35,283.75,16005100,34.9367216658,35.438785555,34.7920382298,35.0888247652,112035812,0.0,1.0,AAPL
102,2010-10-04T00:00:00.000Z,278.64,282.9,277.77,281.6,15546500,34.4569167668,34.9837128673,34.3493316477,34.8229534939,108825608,0.0,1.0,AAPL
103,2010-10-05T00:00:00.000Z,288.94,289.45,281.82,282.0,17927400,35.7306256482,35.793692787,34.8501589263,34.8724179165,125491925,0.0,1.0,AAPL
104,2010-10-06T00:00:00.000Z,289.19,291.99,285.26,289.59,23959600,35.7615409123,36.1077918703,35.2755529605,35.8110053349,167717367,0.0,1.0,AAPL
105,2010-10-07T00:00:00.000Z,289.22,290.48,286.91,290.3362,14585700,35.765250744,35.9210636751,35.4795937036,35.9032812152,102100002,0.0,1.0,AAPL
106,2010-10-08T00:00:00.000Z,294.07,294.5,290.0,291.7129,23514400,36.3650068677,36.418181122,35.861706368,36.0735253916,164600964,0.0,1.0,AAPL
107,2010-10-11T00:00:00.000Z,295.36,297.24,294.6,294.74,15276900,36.5245296305,36.7570124166,36.4305472276,36.4478597755,106938406,0.0,1.0,AAPL
108,2010-10-12T00:00:00.000Z,298.54,299.5,292.49,295.41,19948000,36.91777179,37.0364864042,36.1696223985,36.5307126834,139636139,0.0,1.0,AAPL
109,2010-10-13T00:00:00.000Z,300.14,301.96,299.8,300.2,22503300,37.1156294803,37.340692603,37.0735847211,37.1230491437,157523257,0.0,1.0,AAPL
110,2010-10-14T00:00:00.000Z,302.31,302.47,300.4,301.69,15546300,37.3839739728,37.4037597418,37.147781355,37.3073041178,108824208,0.0,1.0,AAPL
111,2010-10-15T00:00:00.000Z,314.74,315.0,304.91,307.44,32935500,38.9210809044,38.953232779,37.7054927195,38.0183551923,230548730,0.0,1.0,AAPL
112,2010-10-18T00:00:00.000Z,318.0,319.0,314.29,318.47,39036100,39.3242159484,39.4478770048,38.865433429,39.3823366449,273252973,0.0,1.0,AAPL
113,2010-10-19T00:00:00.000Z,309.49,313.77,300.02,303.4,44028000,38.2718603581,38.8011296796,37.1007901536,37.5187645243,308196308,0.0,1.0,AAPL
114,2010-10-20T00:00:00.000Z,310.53,314.25,306.87,309.0,25772300,38.4004678567,38.8604869867,37.9478683902,38.2112664404,180406280,0.0,1.0,AAPL
115,2010-10-21T00:00:00.000Z,309.52,314.74,306.8,312.36,19695000,38.2755701897,38.9210809044,37.9392121162,38.62676759,137865137,0.0,1.0,AAPL
116,2010-10-22T00:00:00.000Z,307.47,310.04,306.3,309.07,13313500,38.022065024,38.3398739391,37.877381588,38.2199227143,93194593,0.0,1.0,AAPL
117,2010-10-25T00:00:00.000Z,308.84,311.6,308.44,309.09,14016500,38.1914806714,38.5327851871,38.1420162488,38.2223959355,98115598,0.0,1.0,AAPL
118,2010-10-26T00:00:00.000Z,308.05,309.74,305.65,306.87,14033200,38.0937884368,38.3027756222,37.7970019013,37.9478683902,98232498,0.0,1.0,AAPL
119,2010-10-27T00:00:00.000Z,307.83,309.9,305.6,307.65,14250100,38.0665830044,38.3225613912,37.7908188485,38.0443240142,99750799,0.0,1.0,AAPL
120,2010-10-28T00:00:00.000Z,305.24,308.0,300.9,307.95,19680400,37.7463008682,38.087605384,37.2096118832,38.0814223311,137762937,0.0,1.0,AAPL
121,2010-10-29T00:00:00.000Z,300.98,305.88,300.87,304.23,15375400,37.2195047677,37.8254439443,37.2059020515,37.6214032012,107627907,0.0,1.0,AAPL
122,2010-11-01T00:00:00.000Z,304.18,305.6,302.2,302.22,15138900,37.6152201483,37.7908188485,37.3703712566,37.3728444777,105972405,0.0,1.0,AAPL
123,2010-11-02T00:00:00.000Z,309.36,310.19,307.0,307.0,15497500,38.2557844207,38.3584230976,37.9639443275,37.9639443275,108482608,0.0,1.0,AAPL
124,2010-11-03T00:00:00.000Z,312.8,312.88,308.53,311.37,18155300,38.6811784549,38.6910713394,38.1531457439,38.5043431442,127087227,0.0,1.0,AAPL
125,2010-11-04T00:00:00.000Z,318.27,320.18,315.03,315.45,22946000,39.3576044336,39.5937970514,38.9569426107,39.0088802544,160622160,0.0,1.0,AAPL
126,2010-11-05T00:00:00.000Z,317.13,319.57,316.75,317.99,12901900,39.2166308293,39.518363807,39.1696396278,39.3229793378,90313390,0.0,1.0,AAPL
127,2010-11-08T00:00:00.000Z,318.62,319.7702,316.76,317.2,10062800,39.4008858034,39.5431207505,39.1708762384,39.2252871032,70439670,0.0,1.0,AAPL
128,2010-11-09T00:00:00.000Z,316.08,321.3,314.5,321.05,13698000,39.08678672,39.7322974346,38.8914022508,39.7013821705,95886095,0.0,1.0,AAPL
129,2010-11-10T00:00:00.000Z,318.03,318.77,313.55,316.64,13722400,39.3279257801,39.4194349618,38.7739242472,39.1560369116,96056896,0.0,1.0,AAPL
130,2010-11-11T00:00:00.000Z,316.655,318.4,314.25,315.0,12903000,39.1578918275,39.3736803709,38.8604869867,38.953232779,90321090,0.0,1.0,AAPL
131,2010-11-12T00:00:00.000Z,308.03,316.5,303.63,316.0,28423100,38.0913152156,39.1387243637,37.5472065673,39.0768938355,198961898,0.0,1.0,AAPL
132,2010-11-15T00:00:00.000Z,307.035,310.54,306.27,308.46,14414500,37.9682724645,38.4017044673,37.8736717563,38.1444894699,100901600,0.0,1.0,AAPL
133,2010-11-16T00:00:00.000Z,301.59,307.6,299.32,305.72,23487500,37.2949380122,38.0381409614,37.014227414,37.8056581753,164412664,0.0,1.0,AAPL
134,2010-11-17T00:00:00.000Z,300.5,303.99,297.76,301.2,17123200,37.1601474606,37.5917245476,36.821316166,37.2467102002,119862519,0.0,1.0,AAPL
135,2010-11-18T00:00:00.000Z,308.43,309.67,304.69,305.2,17660400,38.1407796382,38.2941193482,37.6782872871,37.7413544259,123622923,0.0,1.0,AAPL
136,2010-11-19T00:00:00.000Z,306.73,308.4,305.24,307.97,13744400,37.9305558423,38.1370698065,37.7463008682,38.0838955523,96210896,0.0,1.0,AAPL
137,2010-11-22T00:00:00.000Z,313.36,313.36,305.87,306.68,14038400,38.7504286465,38.7504286465,37.8242073337,37.9243727895,98268898,0.0,1.0,AAPL
138,2010-11-23T00:00:00.000Z,308.73,311.75,306.56,310.45,18551700,38.1778779552,38.5513343456,37.9095334627,38.3905749722,129862029,0.0,1.0,AAPL
139,2010-11-24T00:00:00.000Z,314.795,315.4,311.75,312.0,14775900,38.9278822625,39.0026972016,38.5513343456,38.5822496097,103431403,0.0,1.0,AAPL
140,2010-11-26T00:00:00.000Z,315.0,317.6999,312.94,313.74,8485200,38.953232779,39.2871052653,38.6984910028,38.7974198479,59396459,0.0,1.0,AAPL
141,2010-11-29T00:00:00.000Z,316.87,317.48,311.38,315.5,15920900,39.1844789546,39.259912199,38.5055797547,39.0150633073,111446411,0.0,1.0,AAPL
142,2010-11-30T00:00:00.000Z,311.15,314.36,310.87,313.54,17923500,38.4771377117,38.8740897029,38.4425126159,38.7726876366,125464625,0.0,1.0,AAPL
143,2010-12-01T00:00:00.000Z,316.4,317.75,315.0,315.27,16491100,39.1263582581,39.2933006843,38.953232779,38.9866212643,115437815,0.0,1.0,AAPL
144,2010-12-02T00:00:00.000Z,318.15,319.0,314.89,317.53,16529900,39.3427651068,39.4478770048,38.9396300628,39.2660952518,115709415,0.0,1.0,AAPL
145,2010-12-03T00:00:00.000Z,317.44,318.65,316.34,317.01,12217600,39.2549657568,39.4045956351,39.1189385947,39.2017915025,85523285,0.0,1.0,AAPL
146,2010-12-06T00:00:00.000Z,320.15,322.33,318.42,318.64,16017200,39.5900872197,39.8596683228,39.3761535921,39.4033590245,112120512,0.0,1.0,AAPL
147,2010-12-07T00:00:00.000Z,318.21,323.99,318.12,323.8,13980500,39.3501847702,40.0649456765,39.3390552751,40.0414500757,97863597,0.0,1.0,AAPL
148,2010-12-08T00:00:00.000Z,321.01,321.02,317.11,319.63,11497700,39.6964357283,39.6976723388,39.2141576081,39.5257834704,80483980,0.0,1.0,AAPL
149,2010-12-09T00:00:00.000Z,319.7575,322.5,319.02,322.1317,10505400,39.5415502551,39.8806907024,39.4503502259,39.8351463353,73537873,0.0,1.0,AAPL
150,2010-12-10T00:00:00.000Z,320.56,321.05,318.6,319.65,9375400,39.6407882529,39.7013821705,39.3984125822,39.5282566915,65627865,0.0,1.0,AAPL
151,2010-12-13T00:00:00.000Z,321.67,325.06,321.0,324.37,15707700,39.7780520255,40.1972630068,39.6951991177,40.1119368779,109954009,0.0,1.0,AAPL
152,2010-12-14T00:00:00.000Z,320.29,322.54,319.0,321.73,12536000,39.6073997676,39.8856371446,39.4478770048,39.7854716889,87752087,0.0,1.0,AAPL
153,2010-12-15T00:00:00.000Z,320.36,323.0,319.19,320.0,14904000,39.6160560416,39.9425212306,39.4713726055,39.5715380613,104328104,0.0,1.0,AAPL
154,2010-12-16T00:00:00.000Z,321.25,322.61,320.1,321.09,11501100,39.7261143818,39.8942934186,39.5839041669,39.7063286128,80507780,0.0,1.0,AAPL
155,2010-12-17T00:00:00.000Z,320.61,321.79,320.23,321.63,13818900,39.6469713057,39.7928913523,39.5999801042,39.7731055832,96732396,0.0,1.0,AAPL
156,2010-12-20T00:00:00.000Z,322.21,323.25,318.23,321.6,13771800,39.844828996,39.9734364947,39.3526579913,39.7693957516,96402696,0.0,1.0,AAPL
157,2010-12-21T00:00:00.000Z,324.205,324.39,322.05,323.0,9155500,40.0915328036,40.114410099,39.825043227,39.9425212306,64088564,0.0,1.0,AAPL
158,2010-12-22T00:00:00.000Z,325.16,325.72,323.55,324.36,9497200,40.2096291125,40.2788793041,40.0105348116,40.1107002673,66480466,0.0,1.0,AAPL
159,2010-12-23T00:00:00.000Z,323.6,325.15,323.17,325.0,7969900,40.0167178644,40.2083925019,39.9635436102,40.1898433435,55789355,0.0,1.0,AAPL
160,2010-12-27T00:00:00.000Z,324.68,325.44,321.52,322.8519,8922000,40.1502718054,40.2442542083,39.759502867,39.9242070281,62454062,0.0,1.0,AAPL
161,2010-12-28T00:00:00.000Z,325.47,326.66,325.06,325.9102,6283000,40.24796404,40.3951206971,40.1972630068,40.302399637,43981043,0.0,1.0,AAPL
162,2010-12-29T00:00:00.000Z,325.29,326.45,325.1,326.22,5826400,40.2257050498,40.3691518753,40.2022094491,40.3407098323,40784840,0.0,1.0,AAPL
163,2010-12-30T00:00:00.000Z,323.66,325.51,323.05,325.48,5624800,40.0241375278,40.2529104822,39.9487042834,40.2492006505,39373639,0.0,1.0,AAPL
164,2010-12-31T00:00:00.000Z,322.56,323.48,321.31,322.95,6911000,39.8881103657,40.0018785377,39.7335340452,39.9363381778,48377048,0.0,1.0,AAPL
